"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Rümlang ZH","In Rümlang hat die Kostenbremse-Initiative keine Mehrheit gefunden. Auf 61,7 Prozent der abgegebenen Stimmzettel stand ein Nein. Rümlang hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Rümlang (ZH)","Les habitants de Rümlang rejettent l'initiative du Centre ""pour un frein aux coûts"" avec 61,7 pour cent de non. Rümlang a rejeté l'initiative, tout comme son canton.","Rümlang ZH","I cittadini di Rümlang hanno respinto l'iniziativa per un freno ai costi del Centro con il 61,7 per cento di voti contrari. Rümlang ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Schleinikon ZH","Schleinikon hat die Kostenbremse-Initiative mit 61,2 Prozent abgelehnt. Schleinikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Schleinikon (ZH)","L'initiative du Centre ""pour un frein aux coûts"" ne passe pas la rampe à Schleinikon avec 61,2 pour cent de non. Schleinikon a rejeté l'initiative, tout comme son canton.","Schleinikon ZH","L'iniziativa per un freno ai costi del Centro è stata respinta a Schleinikon, dove ha riscosso il 61,2 per cento di ""no"". Schleinikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Schöfflisdorf ZH","In Schöfflisdorf hat die Kostenbremse-Initiative keine Mehrheit gefunden. Auf 66,3 Prozent der abgegebenen Stimmzettel stand ein Nein. Schöfflisdorf hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Schöfflisdorf (ZH)","Les habitants de Schöfflisdorf rejettent l'initiative du Centre ""pour un frein aux coûts"" avec 66,3 pour cent de non. Schöfflisdorf a rejeté l'initiative, tout comme son canton.","Schöfflisdorf ZH","I cittadini di Schöfflisdorf hanno respinto l'iniziativa per un freno ai costi del Centro con il 66,3 per cento di voti contrari. Schöfflisdorf ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Stadel ZH","69,2 Prozent der Stimmbürgerinnen und Stimmbürger von Stadel sagen Nein zur Kostenbremse-Initiative. Stadel hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Stadel (ZH)","Les habitants de Stadel s'opposent à l'initiative du Centre ""pour un frein aux coûts"" avec 69,2 pour cent de non. Stadel a rejeté l'initiative, tout comme son canton.","Stadel ZH","Gli abitanti di Stadel hanno respinto l'iniziativa per un freno ai costi del Centro con il 69,2 per cento di ""no"". Stadel ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Steinmaur ZH","In Steinmaur hat die Kostenbremse-Initiative keine Mehrheit gefunden. Auf 62,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Steinmaur hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Steinmaur (ZH)","Les habitants de Steinmaur rejettent l'initiative du Centre ""pour un frein aux coûts"" avec 62,4 pour cent de non. Steinmaur a rejeté l'initiative, tout comme son canton.","Steinmaur ZH","I cittadini di Steinmaur hanno respinto l'iniziativa per un freno ai costi del Centro con il 62,4 per cento di voti contrari. Steinmaur ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Weiach ZH","Nein zur Kostenbremse-Initiative in Weiach: Mit 60,6 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Weiach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Weiach (ZH)","L'initiative du Centre ""pour un frein aux coûts"" échoue à Weiach avec 60,6 pour cent des suffrages. Weiach a rejeté l'initiative, tout comme son canton.","Weiach ZH","Gli elettori di Weiach si sono mostrati scettici nei confronti dell'iniziativa per un freno ai costi del Centro, che è stata respinta con il 60,6 per cento di voti contrari. Weiach ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Bäretswil ZH","Bäretswil hat die Kostenbremse-Initiative mit 65,5 Prozent abgelehnt. Bäretswil hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Bäretswil (ZH)","L'initiative du Centre ""pour un frein aux coûts"" ne passe pas la rampe à Bäretswil avec 65,5 pour cent de non. Bäretswil a rejeté l'initiative, tout comme son canton.","Bäretswil ZH","L'iniziativa per un freno ai costi del Centro è stata respinta a Bäretswil, dove ha riscosso il 65,5 per cento di ""no"". Bäretswil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Bubikon ZH","Bubikon hat die Kostenbremse-Initiative mit 66 Prozent abgelehnt. Bubikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Bubikon (ZH)","L'initiative du Centre ""pour un frein aux coûts"" ne passe pas la rampe à Bubikon avec 66 pour cent de non. Bubikon a rejeté l'initiative, tout comme son canton.","Bubikon ZH","L'iniziativa per un freno ai costi del Centro è stata respinta a Bubikon, dove ha riscosso il 66 per cento di ""no"". Bubikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Dürnten ZH","Keine Mehrheit für die Kostenbremse-Initiative in Dürnten: Mit 1'508 Nein-Stimmen zu 838 Ja-Stimmen oder 64,3 Prozent hat die Gemeinde das Volksbegehren verworfen. Dürnten hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Dürnten (ZH)","C'est non à 64,3 pour cent à l'initiative du Centre ""pour un frein aux coûts"" à Dürnten. Dürnten a rejeté l'initiative, tout comme son canton.","Dürnten ZH","Il 64,3 per cento degli elettori di Dürnten ha respinto l'iniziativa per un freno ai costi del Centro. Dürnten ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Fischenthal ZH","67,7 Prozent der Stimmbürgerinnen und Stimmbürger von Fischenthal sagen Nein zur Kostenbremse-Initiative. Fischenthal hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Fischenthal (ZH)","Les habitants de Fischenthal s'opposent à l'initiative du Centre ""pour un frein aux coûts"" avec 67,7 pour cent de non. Fischenthal a rejeté l'initiative, tout comme son canton.","Fischenthal ZH","Gli abitanti di Fischenthal hanno respinto l'iniziativa per un freno ai costi del Centro con il 67,7 per cento di ""no"". Fischenthal ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Gossau ZH","Nein zur Kostenbremse-Initiative in Gossau ZH: Mit 66,8 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Gossau ZH hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Gossau (ZH)","L'initiative du Centre ""pour un frein aux coûts"" échoue à Gossau (ZH) avec 66,8 pour cent des suffrages. Gossau (ZH) a rejeté l'initiative, tout comme son canton.","Gossau ZH","Gli elettori di Gossau ZH si sono mostrati scettici nei confronti dell'iniziativa per un freno ai costi del Centro, che è stata respinta con il 66,8 per cento di voti contrari. Gossau ZH ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Grüningen ZH","Nein zur Kostenbremse-Initiative in Grüningen: Mit 67,3 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Grüningen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Grüningen (ZH)","L'initiative du Centre ""pour un frein aux coûts"" échoue à Grüningen avec 67,3 pour cent des suffrages. Grüningen a rejeté l'initiative, tout comme son canton.","Grüningen ZH","Gli elettori di Grüningen si sono mostrati scettici nei confronti dell'iniziativa per un freno ai costi del Centro, che è stata respinta con il 67,3 per cento di voti contrari. Grüningen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Hinwil ZH","Nein zur Kostenbremse-Initiative in Hinwil mit 65,7 Prozent Ablehnung. Hinwil hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Hinwil (ZH)","A Hinwil, les habitants disent non à 65,7 pour cent à l'initiative du Centre pour un ""frein aux coûts"". Hinwil a rejeté l'initiative, tout comme son canton.","Hinwil ZH","Nel comune di Hinwil, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 65,7 per cento di voti contrari. Hinwil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Rüti ZH","In Rüti ZH hat die Stimmbevölkerung die Kostenbremse-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 60,9 Prozent verworfen. Rüti ZH hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Rüti (ZH)","A Rüti (ZH), les habitants sont défavorables à l'initiative du Centre ""pour un frein aux coûts"" avec 60,9 pour cent des voix. Rüti (ZH) a rejeté l'initiative, tout comme son canton.","Rüti ZH","A Rüti ZH gli abitanti si sono opposti all'iniziativa per un freno ai costi del Centro con il 60,9 per cento di voti a sfavore. Rüti ZH ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Seegräben ZH","Nein zur Kostenbremse-Initiative in Seegräben: Mit 66,7 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Seegräben hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Seegräben (ZH)","L'initiative du Centre ""pour un frein aux coûts"" échoue à Seegräben avec 66,7 pour cent des suffrages. Seegräben a rejeté l'initiative, tout comme son canton.","Seegräben ZH","Gli elettori di Seegräben si sono mostrati scettici nei confronti dell'iniziativa per un freno ai costi del Centro, che è stata respinta con il 66,7 per cento di voti contrari. Seegräben ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Wald ZH","Keine Mehrheit für die Kostenbremse-Initiative in Wald ZH: Mit 1'726 Nein-Stimmen zu 1'034 Ja-Stimmen oder 62,5 Prozent hat die Gemeinde das Volksbegehren verworfen. Wald ZH hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Wald (ZH)","C'est non à 62,5 pour cent à l'initiative du Centre ""pour un frein aux coûts"" à Wald (ZH). Wald (ZH) a rejeté l'initiative, tout comme son canton.","Wald ZH","Il 62,5 per cento degli elettori di Wald ZH ha respinto l'iniziativa per un freno ai costi del Centro. Wald ZH ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Wetzikon ZH","In Wetzikon ZH hat die Stimmbevölkerung die Kostenbremse-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 63,2 Prozent verworfen. Wetzikon ZH hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Wetzikon (ZH)","A Wetzikon (ZH), les habitants sont défavorables à l'initiative du Centre ""pour un frein aux coûts"" avec 63,2 pour cent des voix. Wetzikon (ZH) a rejeté l'initiative, tout comme son canton.","Wetzikon ZH","A Wetzikon ZH gli abitanti si sono opposti all'iniziativa per un freno ai costi del Centro con il 63,2 per cento di voti a sfavore. Wetzikon ZH ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Adliswil ZH","64,4 Prozent der Stimmbürgerinnen und Stimmbürger von Adliswil sagen Nein zur Kostenbremse-Initiative. Adliswil hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Adliswil (ZH)","Les habitants d'Adliswil s'opposent à l'initiative du Centre ""pour un frein aux coûts"" avec 64,4 pour cent de non. Adliswil a rejeté l'initiative, tout comme son canton.","Adliswil ZH","Gli abitanti di Adliswil hanno respinto l'iniziativa per un freno ai costi del Centro con il 64,4 per cento di ""no"". Adliswil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Kilchberg ZH","In Kilchberg ZH hat die Kostenbremse-Initiative keine Mehrheit gefunden. Auf 75,1 Prozent der abgegebenen Stimmzettel stand ein Nein. Kilchberg ZH hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Kilchberg (ZH)","Les habitants de Kilchberg (ZH) rejettent l'initiative du Centre ""pour un frein aux coûts"" avec 75,1 pour cent de non. Kilchberg (ZH) a rejeté l'initiative, tout comme son canton.","Kilchberg ZH","I cittadini di Kilchberg ZH hanno respinto l'iniziativa per un freno ai costi del Centro con il 75,1 per cento di voti contrari. Kilchberg ZH ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Langnau am Albis ZH","In Langnau am Albis hat die Stimmbevölkerung die Kostenbremse-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 68,6 Prozent verworfen. Langnau am Albis hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Langnau am Albis (ZH)","A Langnau am Albis, les habitants sont défavorables à l'initiative du Centre ""pour un frein aux coûts"" avec 68,6 pour cent des voix. Langnau am Albis a rejeté l'initiative, tout comme son canton.","Langnau am Albis ZH","A Langnau am Albis gli abitanti si sono opposti all'iniziativa per un freno ai costi del Centro con il 68,6 per cento di voti a sfavore. Langnau am Albis ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Oberrieden ZH","Nein zur Kostenbremse-Initiative in Oberrieden mit 70 Prozent Ablehnung. Oberrieden hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Oberrieden (ZH)","A Oberrieden, les habitants disent non à 70 pour cent à l'initiative du Centre pour un ""frein aux coûts"". Oberrieden a rejeté l'initiative, tout comme son canton.","Oberrieden ZH","Nel comune di Oberrieden, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 70 per cento di voti contrari. Oberrieden ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Richterswil ZH","67,9 Prozent der Stimmbürgerinnen und Stimmbürger von Richterswil sagen Nein zur Kostenbremse-Initiative. Richterswil hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Richterswil (ZH)","Les habitants de Richterswil s'opposent à l'initiative du Centre ""pour un frein aux coûts"" avec 67,9 pour cent de non. Richterswil a rejeté l'initiative, tout comme son canton.","Richterswil ZH","Gli abitanti di Richterswil hanno respinto l'iniziativa per un freno ai costi del Centro con il 67,9 per cento di ""no"". Richterswil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Rüschlikon ZH","Rüschlikon hat die Kostenbremse-Initiative mit 75 Prozent abgelehnt. Rüschlikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Rüschlikon (ZH)","L'initiative du Centre ""pour un frein aux coûts"" ne passe pas la rampe à Rüschlikon avec 75 pour cent de non. Rüschlikon a rejeté l'initiative, tout comme son canton.","Rüschlikon ZH","L'iniziativa per un freno ai costi del Centro è stata respinta a Rüschlikon, dove ha riscosso il 75 per cento di ""no"". Rüschlikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Thalwil ZH","Thalwil hat die Kostenbremse-Initiative mit 69,3 Prozent abgelehnt. Thalwil hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Thalwil (ZH)","L'initiative du Centre ""pour un frein aux coûts"" ne passe pas la rampe à Thalwil avec 69,3 pour cent de non. Thalwil a rejeté l'initiative, tout comme son canton.","Thalwil ZH","L'iniziativa per un freno ai costi del Centro è stata respinta a Thalwil, dove ha riscosso il 69,3 per cento di ""no"". Thalwil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Erlenbach ZH","Erlenbach ZH hat die Kostenbremse-Initiative mit 77,7 Prozent abgelehnt. Erlenbach ZH hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Erlenbach (ZH)","L'initiative du Centre ""pour un frein aux coûts"" ne passe pas la rampe à Erlenbach (ZH) avec 77,7 pour cent de non. Erlenbach (ZH) a rejeté l'initiative, tout comme son canton.","Erlenbach ZH","L'iniziativa per un freno ai costi del Centro è stata respinta a Erlenbach ZH, dove ha riscosso il 77,7 per cento di ""no"". Erlenbach ZH ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Herrliberg ZH","In Herrliberg hat die Kostenbremse-Initiative keine Mehrheit gefunden. Auf 76,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Herrliberg hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Herrliberg (ZH)","Les habitants de Herrliberg rejettent l'initiative du Centre ""pour un frein aux coûts"" avec 76,8 pour cent de non. Herrliberg a rejeté l'initiative, tout comme son canton.","Herrliberg ZH","I cittadini di Herrliberg hanno respinto l'iniziativa per un freno ai costi del Centro con il 76,8 per cento di voti contrari. Herrliberg ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Hombrechtikon ZH","Nein zur Kostenbremse-Initiative in Hombrechtikon mit 65,6 Prozent Ablehnung. Hombrechtikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Hombrechtikon (ZH)","A Hombrechtikon, les habitants disent non à 65,6 pour cent à l'initiative du Centre pour un ""frein aux coûts"". Hombrechtikon a rejeté l'initiative, tout comme son canton.","Hombrechtikon ZH","Nel comune di Hombrechtikon, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 65,6 per cento di voti contrari. Hombrechtikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Küsnacht ZH","In Küsnacht ZH hat die Stimmbevölkerung die Kostenbremse-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 75,8 Prozent verworfen. Küsnacht ZH hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Küsnacht (ZH)","A Küsnacht (ZH), les habitants sont défavorables à l'initiative du Centre ""pour un frein aux coûts"" avec 75,8 pour cent des voix. Küsnacht (ZH) a rejeté l'initiative, tout comme son canton.","Küsnacht ZH","A Küsnacht ZH gli abitanti si sono opposti all'iniziativa per un freno ai costi del Centro con il 75,8 per cento di voti a sfavore. Küsnacht ZH ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Männedorf ZH","Männedorf hat die Kostenbremse-Initiative mit 69,6 Prozent abgelehnt. Männedorf hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Männedorf (ZH)","L'initiative du Centre ""pour un frein aux coûts"" ne passe pas la rampe à Männedorf avec 69,6 pour cent de non. Männedorf a rejeté l'initiative, tout comme son canton.","Männedorf ZH","L'iniziativa per un freno ai costi del Centro è stata respinta a Männedorf, dove ha riscosso il 69,6 per cento di ""no"". Männedorf ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Meilen ZH","Nein zur Kostenbremse-Initiative in Meilen: Mit 73 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Meilen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Meilen (ZH)","L'initiative du Centre ""pour un frein aux coûts"" échoue à Meilen avec 73 pour cent des suffrages. Meilen a rejeté l'initiative, tout comme son canton.","Meilen ZH","Gli elettori di Meilen si sono mostrati scettici nei confronti dell'iniziativa per un freno ai costi del Centro, che è stata respinta con il 73 per cento di voti contrari. Meilen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Oetwil am See ZH","Keine Mehrheit für die Kostenbremse-Initiative in Oetwil am See: Mit 700 Nein-Stimmen zu 426 Ja-Stimmen oder 62,2 Prozent hat die Gemeinde das Volksbegehren verworfen. Oetwil am See hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Oetwil am See (ZH)","C'est non à 62,2 pour cent à l'initiative du Centre ""pour un frein aux coûts"" à Oetwil am See. Oetwil am See a rejeté l'initiative, tout comme son canton.","Oetwil am See ZH","Il 62,2 per cento degli elettori di Oetwil am See ha respinto l'iniziativa per un freno ai costi del Centro. Oetwil am See ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Stäfa ZH","Keine Mehrheit für die Kostenbremse-Initiative in Stäfa: Mit 3'742 Nein-Stimmen zu 1'725 Ja-Stimmen oder 68,4 Prozent hat die Gemeinde das Volksbegehren verworfen. Stäfa hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Stäfa (ZH)","C'est non à 68,4 pour cent à l'initiative du Centre ""pour un frein aux coûts"" à Stäfa. Stäfa a rejeté l'initiative, tout comme son canton.","Stäfa ZH","Il 68,4 per cento degli elettori di Stäfa ha respinto l'iniziativa per un freno ai costi del Centro. Stäfa ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Uetikon am See ZH","Nein zur Kostenbremse-Initiative in Uetikon am See: Mit 70,4 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Uetikon am See hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Uetikon am See (ZH)","L'initiative du Centre ""pour un frein aux coûts"" échoue à Uetikon am See avec 70,4 pour cent des suffrages. Uetikon am See a rejeté l'initiative, tout comme son canton.","Uetikon am See ZH","Gli elettori di Uetikon am See si sono mostrati scettici nei confronti dell'iniziativa per un freno ai costi del Centro, che è stata respinta con il 70,4 per cento di voti contrari. Uetikon am See ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Zumikon ZH","Zumikon hat die Kostenbremse-Initiative mit 77,6 Prozent abgelehnt. Zumikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Zumikon (ZH)","L'initiative du Centre ""pour un frein aux coûts"" ne passe pas la rampe à Zumikon avec 77,6 pour cent de non. Zumikon a rejeté l'initiative, tout comme son canton.","Zumikon ZH","L'iniziativa per un freno ai costi del Centro è stata respinta a Zumikon, dove ha riscosso il 77,6 per cento di ""no"". Zumikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Zollikon ZH","Keine Mehrheit für die Kostenbremse-Initiative in Zollikon: Mit 3'334 Nein-Stimmen zu 1'052 Ja-Stimmen oder 76 Prozent hat die Gemeinde das Volksbegehren verworfen. Zollikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Zollikon (ZH)","C'est non à 76 pour cent à l'initiative du Centre ""pour un frein aux coûts"" à Zollikon. Zollikon a rejeté l'initiative, tout comme son canton.","Zollikon ZH","Il 76 per cento degli elettori di Zollikon ha respinto l'iniziativa per un freno ai costi del Centro. Zollikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Fehraltorf ZH","Keine Mehrheit für die Kostenbremse-Initiative in Fehraltorf: Mit 1'264 Nein-Stimmen zu 714 Ja-Stimmen oder 63,9 Prozent hat die Gemeinde das Volksbegehren verworfen. Fehraltorf hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Fehraltorf (ZH)","C'est non à 63,9 pour cent à l'initiative du Centre ""pour un frein aux coûts"" à Fehraltorf. Fehraltorf a rejeté l'initiative, tout comme son canton.","Fehraltorf ZH","Il 63,9 per cento degli elettori di Fehraltorf ha respinto l'iniziativa per un freno ai costi del Centro. Fehraltorf ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Hittnau ZH","Nein zur Kostenbremse-Initiative in Hittnau mit 63,9 Prozent Ablehnung. Hittnau hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Hittnau (ZH)","A Hittnau, les habitants disent non à 63,9 pour cent à l'initiative du Centre pour un ""frein aux coûts"". Hittnau a rejeté l'initiative, tout comme son canton.","Hittnau ZH","Nel comune di Hittnau, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 63,9 per cento di voti contrari. Hittnau ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Lindau ZH","65,5 Prozent der Stimmbürgerinnen und Stimmbürger von Lindau sagen Nein zur Kostenbremse-Initiative. Lindau hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Lindau (ZH)","Les habitants de Lindau s'opposent à l'initiative du Centre ""pour un frein aux coûts"" avec 65,5 pour cent de non. Lindau a rejeté l'initiative, tout comme son canton.","Lindau ZH","Gli abitanti di Lindau hanno respinto l'iniziativa per un freno ai costi del Centro con il 65,5 per cento di ""no"". Lindau ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Pfäffikon ZH","Keine Mehrheit für die Kostenbremse-Initiative in Pfäffikon: Mit 2'670 Nein-Stimmen zu 1'380 Ja-Stimmen oder 65,9 Prozent hat die Gemeinde das Volksbegehren verworfen. Pfäffikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Pfäffikon (ZH)","C'est non à 65,9 pour cent à l'initiative du Centre ""pour un frein aux coûts"" à Pfäffikon. Pfäffikon a rejeté l'initiative, tout comme son canton.","Pfäffikon ZH","Il 65,9 per cento degli elettori di Pfäffikon ha respinto l'iniziativa per un freno ai costi del Centro. Pfäffikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Russikon ZH","69,8 Prozent der Stimmbürgerinnen und Stimmbürger von Russikon sagen Nein zur Kostenbremse-Initiative. Russikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Russikon (ZH)","Les habitants de Russikon s'opposent à l'initiative du Centre ""pour un frein aux coûts"" avec 69,8 pour cent de non. Russikon a rejeté l'initiative, tout comme son canton.","Russikon ZH","Gli abitanti di Russikon hanno respinto l'iniziativa per un freno ai costi del Centro con il 69,8 per cento di ""no"". Russikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Weisslingen ZH","Keine Mehrheit für die Kostenbremse-Initiative in Weisslingen: Mit 843 Nein-Stimmen zu 398 Ja-Stimmen oder 67,9 Prozent hat die Gemeinde das Volksbegehren verworfen. Weisslingen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Weisslingen (ZH)","C'est non à 67,9 pour cent à l'initiative du Centre ""pour un frein aux coûts"" à Weisslingen. Weisslingen a rejeté l'initiative, tout comme son canton.","Weisslingen ZH","Il 67,9 per cento degli elettori di Weisslingen ha respinto l'iniziativa per un freno ai costi del Centro. Weisslingen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Wila ZH","Keine Mehrheit für die Kostenbremse-Initiative in Wila: Mit 422 Nein-Stimmen zu 232 Ja-Stimmen oder 64,5 Prozent hat die Gemeinde das Volksbegehren verworfen. Wila hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Wila (ZH)","C'est non à 64,5 pour cent à l'initiative du Centre ""pour un frein aux coûts"" à Wila. Wila a rejeté l'initiative, tout comme son canton.","Wila ZH","Il 64,5 per cento degli elettori di Wila ha respinto l'iniziativa per un freno ai costi del Centro. Wila ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Wildberg ZH","71,6 Prozent der Stimmbürgerinnen und Stimmbürger von Wildberg sagen Nein zur Kostenbremse-Initiative. Wildberg hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Wildberg (ZH)","Les habitants de Wildberg s'opposent à l'initiative du Centre ""pour un frein aux coûts"" avec 71,6 pour cent de non. Wildberg a rejeté l'initiative, tout comme son canton.","Wildberg ZH","Gli abitanti di Wildberg hanno respinto l'iniziativa per un freno ai costi del Centro con il 71,6 per cento di ""no"". Wildberg ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Dübendorf ZH","63,8 Prozent der Stimmbürgerinnen und Stimmbürger von Dübendorf sagen Nein zur Kostenbremse-Initiative. Dübendorf hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Dübendorf (ZH)","Les habitants de Dübendorf s'opposent à l'initiative du Centre ""pour un frein aux coûts"" avec 63,8 pour cent de non. Dübendorf a rejeté l'initiative, tout comme son canton.","Dübendorf ZH","Gli abitanti di Dübendorf hanno respinto l'iniziativa per un freno ai costi del Centro con il 63,8 per cento di ""no"". Dübendorf ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
