"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Sumiswald BE","Nein zur ""Stopp-Impfpflicht""-Initiative in Sumiswald: Mit 69,1 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Sumiswald hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Sumiswald (BE)","L'initiative pour interdire la ""vaccination obligatoire"" échoue à Sumiswald avec 69,1 pour cent des suffrages. Sumiswald a rejeté l'initiative, tout comme son canton.","Sumiswald BE","Gli elettori di Sumiswald si sono mostrati scettici nei confronti dell'iniziativa per la libertà e l'integrità fisica, che è stata respinta con il 69,1 per cento di voti contrari. Sumiswald ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Trachselwald BE","Trachselwald hat die ""Stopp-Impfpflicht""-Initiative mit 58,6 Prozent abgelehnt. Trachselwald hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Trachselwald (BE)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Trachselwald avec 58,6 pour cent de non. Trachselwald a rejeté l'initiative, tout comme son canton.","Trachselwald BE","L'iniziativa per la libertà e l'integrità fisica è stata respinta a Trachselwald, dove ha riscosso il 58,6 per cento di ""no"". Trachselwald ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Walterswil BE","Walterswil BE hat die ""Stopp-Impfpflicht""-Initiative mit 62,5 Prozent abgelehnt. Walterswil BE hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Walterswil (BE)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Walterswil (BE) avec 62,5 pour cent de non. Walterswil (BE) a rejeté l'initiative, tout comme son canton.","Walterswil BE","L'iniziativa per la libertà e l'integrità fisica è stata respinta a Walterswil BE, dove ha riscosso il 62,5 per cento di ""no"". Walterswil BE ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Wyssachen BE","Nein zur ""Stopp-Impfpflicht""-Initiative in Wyssachen mit 61,2 Prozent Ablehnung. Wyssachen hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Wyssachen (BE)","A Wyssachen, les habitants disent non à 61,2 pour cent à l'initiative pour interdire ""la vaccination obligatoire"". Wyssachen a rejeté l'initiative, tout comme son canton.","Wyssachen BE","Nel comune di Wyssachen, i cittadini hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 61,2 per cento di voti contrari. Wyssachen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Attiswil BE","Attiswil hat die ""Stopp-Impfpflicht""-Initiative mit 70,1 Prozent abgelehnt. Attiswil hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Attiswil (BE)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Attiswil avec 70,1 pour cent de non. Attiswil a rejeté l'initiative, tout comme son canton.","Attiswil BE","L'iniziativa per la libertà e l'integrità fisica è stata respinta a Attiswil, dove ha riscosso il 70,1 per cento di ""no"". Attiswil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Berken BE","Die Gemeinde Berken hat die ""Stopp-Impfpflicht""-Initiative mit dem zweithöchsten Nein-Anteil in der ganzen Schweiz abgelehnt: 90,9 Prozent legten ein Nein in die Urne. Berken hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Bern.","Berken (BE)","Berken se classe au deuxième rang des plus forts refus de l'initiative pour interdire ""la vaccination obligatoire"". Ses citoyens disent non à 90,9 pour cent. Le plus fort pourcentage de non du canton de Berne a été obtenu à Berken.","Berken BE","Berken si è posizionato secondo nella graduatoria dei comuni in cui l'iniziativa per la libertà e l'integrità fisica è stata respinta maggiormente. È stata bocciata con il 90,9 per cento di ""no"". Il maggior numero di ""no"" nel canton Berna è stato ottenuto a Berken."
"Bettenhausen BE","Nein zur ""Stopp-Impfpflicht""-Initiative in Bettenhausen mit 71,1 Prozent Ablehnung. Bettenhausen hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Bettenhausen (BE)","A Bettenhausen, les habitants disent non à 71,1 pour cent à l'initiative pour interdire ""la vaccination obligatoire"". Bettenhausen a rejeté l'initiative, tout comme son canton.","Bettenhausen BE","Nel comune di Bettenhausen, i cittadini hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 71,1 per cento di voti contrari. Bettenhausen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Farnern BE","Nein zur ""Stopp-Impfpflicht""-Initiative in Farnern. mit 67 Nein- zu 26 Ja-Stimmen. Farnern hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Farnern (BE)","L'initiative pour interdire la ""vaccination obligatoire"" est rejetée à Farnern. Les électeurs de cette petite commune sont 67 à dire non et 26 à accepter le texte. Farnern a rejeté l'initiative, tout comme son canton.","Farnern BE","L'iniziativa per la libertà e l'integrità fisica è stata respinta dagli elettori di Farnern, dove i ""no"" sono stati 67 e i voti favorevoli 26. Farnern ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Graben BE","Keine Mehrheit für die ""Stopp-Impfpflicht""-Initiative in Graben: Mit 82 Nein-Stimmen zu 34 Ja-Stimmen oder 70,7 Prozent hat die Gemeinde das Volksbegehren verworfen. Graben hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Graben (BE)","C'est non à 70,7 pour cent à l'initiative pour interdire la ""vaccination obligatoire"" à Graben. Graben a rejeté l'initiative, tout comme son canton.","Graben BE","Il 70,7 per cento degli elettori di Graben ha respinto l'iniziativa per la libertà e l'integrità fisica. Graben ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Heimenhausen BE","Heimenhausen hat die ""Stopp-Impfpflicht""-Initiative mit 78,2 Prozent abgelehnt. Heimenhausen hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Heimenhausen (BE)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Heimenhausen avec 78,2 pour cent de non. Heimenhausen a rejeté l'initiative, tout comme son canton.","Heimenhausen BE","L'iniziativa per la libertà e l'integrità fisica è stata respinta a Heimenhausen, dove ha riscosso il 78,2 per cento di ""no"". Heimenhausen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Herzogenbuchsee BE","Herzogenbuchsee hat die ""Stopp-Impfpflicht""-Initiative mit 77,5 Prozent abgelehnt. Herzogenbuchsee hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Herzogenbuchsee (BE)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Herzogenbuchsee avec 77,5 pour cent de non. Herzogenbuchsee a rejeté l'initiative, tout comme son canton.","Herzogenbuchsee BE","L'iniziativa per la libertà e l'integrità fisica è stata respinta a Herzogenbuchsee, dove ha riscosso il 77,5 per cento di ""no"". Herzogenbuchsee ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Inkwil BE","In Inkwil hat die ""Stopp-Impfpflicht""-Initiative keine Mehrheit gefunden. Auf 74,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Inkwil hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Inkwil (BE)","Les habitants d'Inkwil rejettent l'initiative pour interdire la ""vaccination obligatoire"" avec 74,8 pour cent de non. Inkwil a rejeté l'initiative, tout comme son canton.","Inkwil BE","I cittadini di Inkwil hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 74,8 per cento di voti contrari. Inkwil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Niederbipp BE","In Niederbipp hat die Stimmbevölkerung die ""Stopp-Impfpflicht""-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 71,1 Prozent verworfen. Niederbipp hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Niederbipp (BE)","A Niederbipp, les habitants sont défavorables à l'initiative pour interdire la ""vaccination obligatoire"" avec 71,1 pour cent des voix. Niederbipp a rejeté l'initiative, tout comme son canton.","Niederbipp BE","A Niederbipp gli abitanti si sono opposti all'iniziativa per la libertà e l'integrità fisica con il 71,1 per cento di voti a sfavore. Niederbipp ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Niederönz BE","76 Prozent der Stimmbürgerinnen und Stimmbürger von Niederönz sagen Nein zur ""Stopp-Impfpflicht""-Initiative. Niederönz hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Niederönz (BE)","Les habitants de Niederönz s'opposent à l'initiative pour interdire la ""vaccination obligatoire"" avec 76 pour cent de non. Niederönz a rejeté l'initiative, tout comme son canton.","Niederönz BE","Gli abitanti di Niederönz hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 76 per cento di ""no"". Niederönz ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Oberbipp BE","In Oberbipp hat die ""Stopp-Impfpflicht""-Initiative keine Mehrheit gefunden. Auf 70,1 Prozent der abgegebenen Stimmzettel stand ein Nein. Oberbipp hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Oberbipp (BE)","Les habitants d'Oberbipp rejettent l'initiative pour interdire la ""vaccination obligatoire"" avec 70,1 pour cent de non. Oberbipp a rejeté l'initiative, tout comme son canton.","Oberbipp BE","I cittadini di Oberbipp hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 70,1 per cento di voti contrari. Oberbipp ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Ochlenberg BE","In Ochlenberg hat die ""Stopp-Impfpflicht""-Initiative keine Mehrheit gefunden. Auf 71 Prozent der abgegebenen Stimmzettel stand ein Nein. Ochlenberg hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Ochlenberg (BE)","Les habitants d'Ochlenberg rejettent l'initiative pour interdire la ""vaccination obligatoire"" avec 71 pour cent de non. Ochlenberg a rejeté l'initiative, tout comme son canton.","Ochlenberg BE","I cittadini di Ochlenberg hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 71 per cento di voti contrari. Ochlenberg ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Rumisberg BE","Nein zur ""Stopp-Impfpflicht""-Initiative in Rumisberg: Mit 68,6 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Rumisberg hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Rumisberg (BE)","L'initiative pour interdire la ""vaccination obligatoire"" échoue à Rumisberg avec 68,6 pour cent des suffrages. Rumisberg a rejeté l'initiative, tout comme son canton.","Rumisberg BE","Gli elettori di Rumisberg si sono mostrati scettici nei confronti dell'iniziativa per la libertà e l'integrità fisica, che è stata respinta con il 68,6 per cento di voti contrari. Rumisberg ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Seeberg BE","In Seeberg hat die Stimmbevölkerung die ""Stopp-Impfpflicht""-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 67,6 Prozent verworfen. Seeberg hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Seeberg (BE)","A Seeberg, les habitants sont défavorables à l'initiative pour interdire la ""vaccination obligatoire"" avec 67,6 pour cent des voix. Seeberg a rejeté l'initiative, tout comme son canton.","Seeberg BE","A Seeberg gli abitanti si sono opposti all'iniziativa per la libertà e l'integrità fisica con il 67,6 per cento di voti a sfavore. Seeberg ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Thörigen BE","Thörigen hat die ""Stopp-Impfpflicht""-Initiative mit 69,6 Prozent abgelehnt. Thörigen hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Thörigen (BE)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Thörigen avec 69,6 pour cent de non. Thörigen a rejeté l'initiative, tout comme son canton.","Thörigen BE","L'iniziativa per la libertà e l'integrità fisica è stata respinta a Thörigen, dove ha riscosso il 69,6 per cento di ""no"". Thörigen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Walliswil bei Niederbipp BE","Walliswil bei Niederbipp hat die ""Stopp-Impfpflicht""-Initiative mit 50 Nein- zu 34 Ja-Stimmen verworfen. Walliswil bei Niederbipp hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Walliswil bei Niederbipp (BE)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Walliswil bei Niederbipp. Les électeurs de cette petite commune sont 50 à refuser le texte et 34 à l'approuver. Walliswil bei Niederbipp a rejeté l'initiative, tout comme son canton.","Walliswil bei Niederbipp BE","L'iniziativa per la libertà e l'integrità fisica non ha passato la prova delle urne a Walliswil bei Niederbipp, dove è stata respinta con 50 voti contro i 34 a favore. Walliswil bei Niederbipp ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Walliswil bei Wangen BE","Nein zur ""Stopp-Impfpflicht""-Initiative in Walliswil bei Wangen: Mit 61 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Walliswil bei Wangen hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Walliswil bei Wangen (BE)","L'initiative pour interdire la ""vaccination obligatoire"" échoue à Walliswil bei Wangen avec 61 pour cent des suffrages. Walliswil bei Wangen a rejeté l'initiative, tout comme son canton.","Walliswil bei Wangen BE","Gli elettori di Walliswil bei Wangen si sono mostrati scettici nei confronti dell'iniziativa per la libertà e l'integrità fisica, che è stata respinta con il 61 per cento di voti contrari. Walliswil bei Wangen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Wangen an der Aare BE","Nein zur ""Stopp-Impfpflicht""-Initiative in Wangen an der Aare: Mit 72,8 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Wangen an der Aare hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Wangen an der Aare (BE)","L'initiative pour interdire la ""vaccination obligatoire"" échoue à Wangen an der Aare avec 72,8 pour cent des suffrages. Wangen an der Aare a rejeté l'initiative, tout comme son canton.","Wangen an der Aare BE","Gli elettori di Wangen an der Aare si sono mostrati scettici nei confronti dell'iniziativa per la libertà e l'integrità fisica, che è stata respinta con il 72,8 per cento di voti contrari. Wangen an der Aare ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Wiedlisbach BE","Nein zur ""Stopp-Impfpflicht""-Initiative in Wiedlisbach: Mit 72 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Wiedlisbach hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Wiedlisbach (BE)","L'initiative pour interdire la ""vaccination obligatoire"" échoue à Wiedlisbach avec 72 pour cent des suffrages. Wiedlisbach a rejeté l'initiative, tout comme son canton.","Wiedlisbach BE","Gli elettori di Wiedlisbach si sono mostrati scettici nei confronti dell'iniziativa per la libertà e l'integrità fisica, che è stata respinta con il 72 per cento di voti contrari. Wiedlisbach ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Doppleschwand LU","Nein zur ""Stopp-Impfpflicht""-Initiative in Doppleschwand: Mit 61,2 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Doppleschwand hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Doppleschwand (LU)","L'initiative pour interdire la ""vaccination obligatoire"" échoue à Doppleschwand avec 61,2 pour cent des suffrages. Doppleschwand a rejeté l'initiative, tout comme son canton.","Doppleschwand LU","Gli elettori di Doppleschwand si sono mostrati scettici nei confronti dell'iniziativa per la libertà e l'integrità fisica, che è stata respinta con il 61,2 per cento di voti contrari. Doppleschwand ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Entlebuch LU","In Entlebuch hat die Stimmbevölkerung die ""Stopp-Impfpflicht""-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 67,2 Prozent verworfen. Entlebuch hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Entlebuch (LU)","A Entlebuch, les habitants sont défavorables à l'initiative pour interdire la ""vaccination obligatoire"" avec 67,2 pour cent des voix. Entlebuch a rejeté l'initiative, tout comme son canton.","Entlebuch LU","A Entlebuch gli abitanti si sono opposti all'iniziativa per la libertà e l'integrità fisica con il 67,2 per cento di voti a sfavore. Entlebuch ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Flühli LU","Nein zur ""Stopp-Impfpflicht""-Initiative in Flühli mit 67,7 Prozent Ablehnung. Flühli hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Flühli (LU)","A Flühli, les habitants disent non à 67,7 pour cent à l'initiative pour interdire ""la vaccination obligatoire"". Flühli a rejeté l'initiative, tout comme son canton.","Flühli LU","Nel comune di Flühli, i cittadini hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 67,7 per cento di voti contrari. Flühli ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Hasle LU","60,7 Prozent der Stimmbürgerinnen und Stimmbürger von Hasle LU sagen Nein zur ""Stopp-Impfpflicht""-Initiative. Hasle LU hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Hasle (LU)","Les habitants de Hasle (LU) s'opposent à l'initiative pour interdire la ""vaccination obligatoire"" avec 60,7 pour cent de non. Hasle (LU) a rejeté l'initiative, tout comme son canton.","Hasle LU","Gli abitanti di Hasle LU hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 60,7 per cento di ""no"". Hasle LU ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Romoos LU","Nein zur ""Stopp-Impfpflicht""-Initiative in Romoos mit 74,6 Prozent Ablehnung. Romoos hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Romoos (LU)","A Romoos, les habitants disent non à 74,6 pour cent à l'initiative pour interdire ""la vaccination obligatoire"". Romoos a rejeté l'initiative, tout comme son canton.","Romoos LU","Nel comune di Romoos, i cittadini hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 74,6 per cento di voti contrari. Romoos ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Schüpfheim LU","Schüpfheim hat die ""Stopp-Impfpflicht""-Initiative mit 68,6 Prozent abgelehnt. Schüpfheim hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Schüpfheim (LU)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Schüpfheim avec 68,6 pour cent de non. Schüpfheim a rejeté l'initiative, tout comme son canton.","Schüpfheim LU","L'iniziativa per la libertà e l'integrità fisica è stata respinta a Schüpfheim, dove ha riscosso il 68,6 per cento di ""no"". Schüpfheim ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Werthenstein LU","In Werthenstein hat die Stimmbevölkerung die ""Stopp-Impfpflicht""-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 66,1 Prozent verworfen. Werthenstein hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Werthenstein (LU)","A Werthenstein, les habitants sont défavorables à l'initiative pour interdire la ""vaccination obligatoire"" avec 66,1 pour cent des voix. Werthenstein a rejeté l'initiative, tout comme son canton.","Werthenstein LU","A Werthenstein gli abitanti si sono opposti all'iniziativa per la libertà e l'integrità fisica con il 66,1 per cento di voti a sfavore. Werthenstein ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Escholzmatt-Marbach LU","Escholzmatt-Marbach hat die ""Stopp-Impfpflicht""-Initiative mit 64,9 Prozent abgelehnt. Escholzmatt-Marbach hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Escholzmatt-Marbach (LU)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Escholzmatt-Marbach avec 64,9 pour cent de non. Escholzmatt-Marbach a rejeté l'initiative, tout comme son canton.","Escholzmatt-Marbach LU","L'iniziativa per la libertà e l'integrità fisica è stata respinta a Escholzmatt-Marbach, dove ha riscosso il 64,9 per cento di ""no"". Escholzmatt-Marbach ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Aesch LU","Aesch LU hat die ""Stopp-Impfpflicht""-Initiative mit 68,6 Prozent abgelehnt. Aesch LU hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Aesch (LU)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Aesch (LU) avec 68,6 pour cent de non. Aesch (LU) a rejeté l'initiative, tout comme son canton.","Aesch LU","L'iniziativa per la libertà e l'integrità fisica è stata respinta a Aesch LU, dove ha riscosso il 68,6 per cento di ""no"". Aesch LU ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Ballwil LU","Ballwil hat die ""Stopp-Impfpflicht""-Initiative mit 70,4 Prozent abgelehnt. Ballwil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Ballwil (LU)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Ballwil avec 70,4 pour cent de non. Ballwil a rejeté l'initiative, tout comme son canton.","Ballwil LU","L'iniziativa per la libertà e l'integrità fisica è stata respinta a Ballwil, dove ha riscosso il 70,4 per cento di ""no"". Ballwil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Emmen LU","Keine Mehrheit für die ""Stopp-Impfpflicht""-Initiative in Emmen: Mit 4'404 Nein-Stimmen zu 1'428 Ja-Stimmen oder 75,5 Prozent hat die Gemeinde das Volksbegehren verworfen. Emmen hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Emmen (LU)","C'est non à 75,5 pour cent à l'initiative pour interdire la ""vaccination obligatoire"" à Emmen. Emmen a rejeté l'initiative, tout comme son canton.","Emmen LU","Il 75,5 per cento degli elettori di Emmen ha respinto l'iniziativa per la libertà e l'integrità fisica. Emmen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Ermensee LU","In Ermensee hat die Stimmbevölkerung die ""Stopp-Impfpflicht""-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 60,1 Prozent verworfen.","Ermensee (LU)","A Ermensee, les habitants sont défavorables à l'initiative pour interdire la ""vaccination obligatoire"" avec 60,1 pour cent des voix.","Ermensee LU","A Ermensee gli abitanti si sono opposti all'iniziativa per la libertà e l'integrità fisica con il 60,1 per cento di voti a sfavore."
"Eschenbach LU","Nein zur ""Stopp-Impfpflicht""-Initiative in Eschenbach LU mit 78 Prozent Ablehnung. Eschenbach LU hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Eschenbach (LU)","A Eschenbach (LU), les habitants disent non à 78 pour cent à l'initiative pour interdire ""la vaccination obligatoire"". Eschenbach (LU) a rejeté l'initiative, tout comme son canton.","Eschenbach LU","Nel comune di Eschenbach LU, i cittadini hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 78 per cento di voti contrari. Eschenbach LU ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Hitzkirch LU","73,5 Prozent der Stimmbürgerinnen und Stimmbürger von Hitzkirch sagen Nein zur ""Stopp-Impfpflicht""-Initiative. Hitzkirch hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Hitzkirch (LU)","Les habitants de Hitzkirch s'opposent à l'initiative pour interdire la ""vaccination obligatoire"" avec 73,5 pour cent de non. Hitzkirch a rejeté l'initiative, tout comme son canton.","Hitzkirch LU","Gli abitanti di Hitzkirch hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 73,5 per cento di ""no"". Hitzkirch ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Hochdorf LU","In Hochdorf hat die Stimmbevölkerung die ""Stopp-Impfpflicht""-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 76,1 Prozent verworfen. Hochdorf hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Hochdorf (LU)","A Hochdorf, les habitants sont défavorables à l'initiative pour interdire la ""vaccination obligatoire"" avec 76,1 pour cent des voix. Hochdorf a rejeté l'initiative, tout comme son canton.","Hochdorf LU","A Hochdorf gli abitanti si sono opposti all'iniziativa per la libertà e l'integrità fisica con il 76,1 per cento di voti a sfavore. Hochdorf ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Hohenrain LU","Hohenrain hat die ""Stopp-Impfpflicht""-Initiative mit 62,6 Prozent abgelehnt. Hohenrain hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Hohenrain (LU)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Hohenrain avec 62,6 pour cent de non. Hohenrain a rejeté l'initiative, tout comme son canton.","Hohenrain LU","L'iniziativa per la libertà e l'integrità fisica è stata respinta a Hohenrain, dove ha riscosso il 62,6 per cento di ""no"". Hohenrain ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Inwil LU","In Inwil hat die ""Stopp-Impfpflicht""-Initiative keine Mehrheit gefunden. Auf 74,3 Prozent der abgegebenen Stimmzettel stand ein Nein. Inwil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Inwil (LU)","Les habitants d'Inwil rejettent l'initiative pour interdire la ""vaccination obligatoire"" avec 74,3 pour cent de non. Inwil a rejeté l'initiative, tout comme son canton.","Inwil LU","I cittadini di Inwil hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 74,3 per cento di voti contrari. Inwil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Rain LU","In Rain hat die ""Stopp-Impfpflicht""-Initiative keine Mehrheit gefunden. Auf 75,3 Prozent der abgegebenen Stimmzettel stand ein Nein. Rain hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Rain (LU)","Les habitants de Rain rejettent l'initiative pour interdire la ""vaccination obligatoire"" avec 75,3 pour cent de non. Rain a rejeté l'initiative, tout comme son canton.","Rain LU","I cittadini di Rain hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 75,3 per cento di voti contrari. Rain ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Römerswil LU","In Römerswil hat die Stimmbevölkerung die ""Stopp-Impfpflicht""-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 65,9 Prozent verworfen. Römerswil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Römerswil (LU)","A Römerswil, les habitants sont défavorables à l'initiative pour interdire la ""vaccination obligatoire"" avec 65,9 pour cent des voix. Römerswil a rejeté l'initiative, tout comme son canton.","Römerswil LU","A Römerswil gli abitanti si sono opposti all'iniziativa per la libertà e l'integrità fisica con il 65,9 per cento di voti a sfavore. Römerswil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Rothenburg LU","Nein zur ""Stopp-Impfpflicht""-Initiative in Rothenburg: Mit 79,4 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Rothenburg hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Rothenburg (LU)","L'initiative pour interdire la ""vaccination obligatoire"" échoue à Rothenburg avec 79,4 pour cent des suffrages. Rothenburg a rejeté l'initiative, tout comme son canton.","Rothenburg LU","Gli elettori di Rothenburg si sono mostrati scettici nei confronti dell'iniziativa per la libertà e l'integrità fisica, che è stata respinta con il 79,4 per cento di voti contrari. Rothenburg ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
