"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Rüti bei Büren BE","NA NA","Rüti bei Büren (BE)","L'initiative pour la biodiversité ne passe pas la rampe à Rüti bei Büren avec 78,7 pour cent de non. Rüti bei Büren a rejeté l'initiative, contrairement à son canton.","Rüti bei Büren BE","NA NA"
"Wengi BE","NA NA","Wengi (BE)","Les habitants de Wengi rejettent l'initiative pour la biodiversité avec 63,4 pour cent de non. Wengi a rejeté l'initiative, contrairement à son canton.","Wengi BE","NA NA"
"Aefligen BE","NA NA","Aefligen (BE)","Les électeurs d'Aefligen valident l'initiative pour la biodiversité avec 57,2 pour cent des voix. Aefligen a approuvé l'initiative, tout comme son canton.","Aefligen BE","NA NA"
"Alchenstorf BE","NA NA","Alchenstorf (BE)","Les habitants d'Alchenstorf rejettent l'initiative pour la biodiversité avec 84,6 pour cent de non. Alchenstorf a rejeté l'initiative, contrairement à son canton.","Alchenstorf BE","NA NA"
"Bäriswil BE","NA NA","Bäriswil (BE)","L'initiative pour la biodiversité ne passe pas la rampe à Bäriswil avec 50,8 pour cent de non. Bäriswil a rejeté l'initiative, contrairement à son canton.","Bäriswil BE","NA NA"
"Burgdorf BE","NA NA","Berthoud (BE)","A Berthoud, les habitants disent oui à 96,8 pour cent à l'initiative pour la biodiversité. Berthoud a approuvé l'initiative, tout comme son canton.","Burgdorf BE","NA NA"
"Ersigen BE","NA NA","Ersigen (BE)","Les habitants d'Ersigen acceptent l'initiative pour la biodiversité avec 84,8 pour cent de oui. Ersigen a approuvé l'initiative, tout comme son canton.","Ersigen BE","NA NA"
"Hasle bei Burgdorf BE","NA NA","Hasle bei Burgdorf (BE)","A Hasle bei Burgdorf, les habitants sont favorables à l'initiative pour la biodiversité avec 72,2 pour cent des suffrages. Hasle bei Burgdorf a approuvé l'initiative, tout comme son canton.","Hasle bei Burgdorf BE","NA NA"
"Heimiswil BE","NA NA","Heimiswil (BE)","A Heimiswil, les habitants disent oui à 79,2 pour cent à l'initiative pour la biodiversité. Heimiswil a approuvé l'initiative, tout comme son canton.","Heimiswil BE","NA NA"
"Hindelbank BE","NA NA","Hindelbank (BE)","Les électeurs de Hindelbank valident l'initiative pour la biodiversité avec 50,5 pour cent des voix. Hindelbank a approuvé l'initiative, tout comme son canton.","Hindelbank BE","NA NA"
"Höchstetten BE","NA NA","Höchstetten (BE)","L'initiative pour la biodiversité ne passe pas la rampe à Höchstetten avec 64,5 pour cent de non. Höchstetten a rejeté l'initiative, contrairement à son canton.","Höchstetten BE","NA NA"
"Kernenried BE","NA NA","Kernenried (BE)","L'initiative pour la biodiversité passe la rampe à Kernenried avec 84,5 pour cent de oui. Kernenried a approuvé l'initiative, tout comme son canton.","Kernenried BE","NA NA"
"Kirchberg BE","NA NA","Kirchberg (BE)","C'est oui à 63,5 pour cent à l'initiative pour la biodiversité à Kirchberg (BE). Kirchberg (BE) a approuvé l'initiative, tout comme son canton.","Kirchberg BE","NA NA"
"Koppigen BE","NA NA","Koppigen (BE)","A Koppigen, les habitants sont défavorables à l'initiative pour la biodiversité avec 87,2 pour cent des voix. Koppigen a rejeté l'initiative, contrairement à son canton.","Koppigen BE","NA NA"
"Krauchthal BE","NA NA","Krauchthal (BE)","A Krauchthal, les habitants disent oui à 59 pour cent à l'initiative pour la biodiversité. Krauchthal a approuvé l'initiative, tout comme son canton.","Krauchthal BE","NA NA"
"Lyssach BE","NA NA","Lyssach (BE)","Les habitants de Lyssach approuvent l'initiative pour la biodiversité avec 88,9 pour cent des voix. Lyssach a approuvé l'initiative, tout comme son canton.","Lyssach BE","NA NA"
"Oberburg BE","NA NA","Oberburg (BE)","L'initiative pour la biodiversité ne passe pas la rampe à Oberburg avec 76,4 pour cent de non. Oberburg a rejeté l'initiative, contrairement à son canton.","Oberburg BE","NA NA"
"Rüdtligen-Alchenflüh BE","NA NA","Rüdtligen-Alchenflüh (BE)","C'est non à 85 pour cent à l'initiative pour la biodiversité à Rüdtligen-Alchenflüh. Rüdtligen-Alchenflüh a rejeté l'initiative, contrairement à son canton.","Rüdtligen-Alchenflüh BE","NA NA"
"Rumendingen BE","NA NA","Rumendingen (BE)","Les habitants de Rumendingen acceptent l'initiative pour la biodiversité avec 55,5 pour cent de oui. Rumendingen a approuvé l'initiative, tout comme son canton.","Rumendingen BE","NA NA"
"Rüti bei Lyssach BE","NA NA","Rüti bei Lyssach (BE)","A Rüti bei Lyssach, les habitants disent non à 69,9 pour cent à l'initiative pour la biodiversité. Rüti bei Lyssach a rejeté l'initiative, contrairement à son canton.","Rüti bei Lyssach BE","NA NA"
"Willadingen BE","NA NA","Willadingen (BE)","L'initiative pour la biodiversité ne passe pas la rampe à Willadingen avec 82,7 pour cent de non. Willadingen a rejeté l'initiative, contrairement à son canton.","Willadingen BE","NA NA"
"Wynigen BE","NA NA","Wynigen (BE)","A Wynigen, les habitants disent non à 80,9 pour cent à l'initiative pour la biodiversité. Wynigen a rejeté l'initiative, contrairement à son canton.","Wynigen BE","NA NA"
"Corgémont BE","NA NA","Corgémont (BE)","A Corgémont, les habitants disent oui à 62,4 pour cent à l'initiative pour la biodiversité. Corgémont a approuvé l'initiative, tout comme son canton.","Corgémont BE","NA NA"
"Cormoret BE","NA NA","Cormoret (BE)","A Cormoret, les habitants disent oui à 96,4 pour cent à l'initiative pour la biodiversité. Cormoret a approuvé l'initiative, tout comme son canton.","Cormoret BE","NA NA"
"Cortébert BE","NA NA","Cortébert (BE)","L'initiative pour la biodiversité passe la rampe à Cortébert avec 62,3 pour cent de oui. Cortébert a approuvé l'initiative, tout comme son canton.","Cortébert BE","NA NA"
"Courtelary BE","NA NA","Courtelary (BE)","A Courtelary, les habitants disent oui à 52,2 pour cent à l'initiative pour la biodiversité. Courtelary a approuvé l'initiative, tout comme son canton.","Courtelary BE","NA NA"
"La Ferrière BE","NA NA","La Ferrière (BE)","A La Ferrière, les habitants sont favorables à l'initiative pour la biodiversité avec 72,3 pour cent des suffrages. La Ferrière a approuvé l'initiative, tout comme son canton.","La Ferrière BE","NA NA"
"Mont-Tramelan BE","NA NA","Mont-Tramelan (BE)","Les habitants de Mont-Tramelan s'opposent à l'initiative pour la biodiversité avec 52,6 pour cent de non. Mont-Tramelan a rejeté l'initiative, contrairement à son canton.","Mont-Tramelan BE","NA NA"
"Orvin BE","NA NA","Orvin (BE)","Les habitants d'Orvin s'opposent à l'initiative pour la biodiversité avec 58,6 pour cent de non. Orvin a rejeté l'initiative, contrairement à son canton.","Orvin BE","NA NA"
"Renan BE","NA NA","Renan (BE)","L'initiative pour la biodiversité échoue à Renan (BE) avec 71,9 pour cent des suffrages. Renan (BE) a rejeté l'initiative, contrairement à son canton.","Renan BE","NA NA"
"Romont BE","NA NA","Romont (BE)","L'initiative pour la biodiversité ne passe pas la rampe à Romont (BE) avec 57,1 pour cent de non. Romont (BE) a rejeté l'initiative, contrairement à son canton.","Romont BE","NA NA"
"St. Immer BE","NA NA","Saint-Imier (BE)","A Saint-Imier, les habitants disent non à 69 pour cent à l'initiative pour la biodiversité. Saint-Imier a rejeté l'initiative, contrairement à son canton.","St. Immer BE","NA NA"
"Sonceboz-Sombeval BE","NA NA","Sonceboz-Sombeval (BE)","L'initiative pour la biodiversité passe la rampe à Sonceboz-Sombeval avec 84,3 pour cent de oui. Sonceboz-Sombeval a approuvé l'initiative, tout comme son canton.","Sonceboz-Sombeval BE","NA NA"
"Sonvilier BE","NA NA","Sonvilier (BE)","L'initiative pour la biodiversité passe la rampe à Sonvilier avec 79 pour cent de oui. Sonvilier a approuvé l'initiative, tout comme son canton.","Sonvilier BE","NA NA"
"Tramelan BE","NA NA","Tramelan (BE)","L'initiative pour la biodiversité ne passe pas la rampe à Tramelan avec 61,2 pour cent de non. Tramelan a rejeté l'initiative, contrairement à son canton.","Tramelan BE","NA NA"
"Villeret BE","NA NA","Villeret (BE)","Les habitants de Villeret rejettent l'initiative pour la biodiversité avec 52,1 pour cent de non. Villeret a rejeté l'initiative, contrairement à son canton.","Villeret BE","NA NA"
"Sauge BE","NA NA","Sauge (BE)","Les électeurs de Sauge valident l'initiative pour la biodiversité avec 60,7 pour cent des voix. Sauge a approuvé l'initiative, tout comme son canton.","Sauge BE","NA NA"
"Péry-La Heutte BE","NA NA","Péry-La Heutte (BE)","A Péry-La Heutte, les habitants sont défavorables à l'initiative pour la biodiversité avec 66 pour cent des voix. Péry-La Heutte a rejeté l'initiative, contrairement à son canton.","Péry-La Heutte BE","NA NA"
"Brüttelen BE","NA NA","Brüttelen (BE)","Les habitants de Brüttelen s'opposent à l'initiative pour la biodiversité avec 59,9 pour cent de non. Brüttelen a rejeté l'initiative, contrairement à son canton.","Brüttelen BE","NA NA"
"Erlach BE","NA NA","Cerlier (BE)","L'initiative pour la biodiversité passe la rampe à Cerlier avec 58,3 pour cent de oui. Cerlier a approuvé l'initiative, tout comme son canton.","Erlach BE","NA NA"
"Finsterhennen BE","NA NA","Finsterhennen (BE)","Les habitants de Finsterhennen acceptent l'initiative pour la biodiversité avec 96 pour cent de oui. Finsterhennen a approuvé l'initiative, tout comme son canton.","Finsterhennen BE","NA NA"
"Gals BE","NA NA","Gals (BE)","L'initiative pour la biodiversité ne passe pas la rampe à Gals avec 75,1 pour cent de non. Gals a rejeté l'initiative, contrairement à son canton.","Gals BE","NA NA"
"Gampelen BE","NA NA","Champion (Gampelen) (BE)","A Champion (Gampelen), les habitants sont défavorables à l'initiative pour la biodiversité avec 99,6 pour cent des voix. Le plus fort pourcentage de non du canton de Berne a été obtenu à Champion (Gampelen).","Gampelen BE","NA NA"
"Ins BE","NA NA","Anet (BE)","C'est non à 53,7 pour cent à l'initiative pour la biodiversité à Anet. Anet a rejeté l'initiative, contrairement à son canton.","Ins BE","NA NA"
"Lüscherz BE","NA NA","Lüscherz (BE)","A Lüscherz, les habitants disent non à 62,1 pour cent à l'initiative pour la biodiversité. Lüscherz a rejeté l'initiative, contrairement à son canton.","Lüscherz BE","NA NA"
"Müntschemier BE","NA NA","Müntschemier (BE)","A Müntschemier, les habitants sont défavorables à l'initiative pour la biodiversité avec 62,4 pour cent des voix. Müntschemier a rejeté l'initiative, contrairement à son canton.","Müntschemier BE","NA NA"
"Siselen BE","NA NA","Siselen (BE)","L'initiative pour la biodiversité échoue à Siselen avec 51,1 pour cent des suffrages. Siselen a rejeté l'initiative, contrairement à son canton.","Siselen BE","NA NA"
"Treiten BE","NA NA","Treiten (BE)","Les électeurs de Treiten valident l'initiative pour la biodiversité avec 59,6 pour cent des voix. Treiten a approuvé l'initiative, tout comme son canton.","Treiten BE","NA NA"
"Tschugg BE","NA NA","Tschugg (BE)","L'initiative pour la biodiversité passe la rampe à Tschugg avec 50,1 pour cent de oui. Tschugg a approuvé l'initiative, tout comme son canton.","Tschugg BE","NA NA"
"Vinelz BE","NA NA","Vinelz (BE)","L'initiative pour la biodiversité passe la rampe à Vinelz avec 60,3 pour cent de oui. Vinelz a approuvé l'initiative, tout comme son canton.","Vinelz BE","NA NA"
"Bätterkinden BE","NA NA","Bätterkinden (BE)","C'est non à 50,5 pour cent à l'initiative pour la biodiversité à Bätterkinden. Bätterkinden a rejeté l'initiative, contrairement à son canton.","Bätterkinden BE","NA NA"
"Fraubrunnen BE","NA NA","Fraubrunnen (BE)","C'est oui à 54,3 pour cent à l'initiative pour la biodiversité à Fraubrunnen. Fraubrunnen a approuvé l'initiative, tout comme son canton.","Fraubrunnen BE","NA NA"
"Jegenstorf BE","NA NA","Jegenstorf (BE)","Les électeurs de Jegenstorf valident l'initiative pour la biodiversité avec 51,8 pour cent des voix. Jegenstorf a approuvé l'initiative, tout comme son canton.","Jegenstorf BE","NA NA"
"Iffwil BE","NA NA","Iffwil (BE)","A Iffwil, les habitants sont défavorables à l'initiative pour la biodiversité avec 74,2 pour cent des voix. Iffwil a rejeté l'initiative, contrairement à son canton.","Iffwil BE","NA NA"
"Mattstetten BE","NA NA","Mattstetten (BE)","Les électeurs de Mattstetten valident l'initiative pour la biodiversité avec 73,6 pour cent des voix. Mattstetten a approuvé l'initiative, tout comme son canton.","Mattstetten BE","NA NA"
"Moosseedorf BE","NA NA","Moosseedorf (BE)","A Moosseedorf, les habitants sont défavorables à l'initiative pour la biodiversité avec 82,9 pour cent des voix. Moosseedorf a rejeté l'initiative, contrairement à son canton.","Moosseedorf BE","NA NA"
"Münchenbuchsee BE","NA NA","Münchenbuchsee (BE)","C'est oui à 51,2 pour cent à l'initiative pour la biodiversité à Münchenbuchsee. Münchenbuchsee a approuvé l'initiative, tout comme son canton.","Münchenbuchsee BE","NA NA"
"Urtenen-Schönbühl BE","NA NA","Urtenen-Schönbühl (BE)","Les habitants d'Urtenen-Schönbühl approuvent l'initiative pour la biodiversité avec 53,5 pour cent des voix. Urtenen-Schönbühl a approuvé l'initiative, tout comme son canton.","Urtenen-Schönbühl BE","NA NA"
"Utzenstorf BE","NA NA","Utzenstorf (BE)","Les habitants d'Utzenstorf s'opposent à l'initiative pour la biodiversité avec 52,2 pour cent de non. Utzenstorf a rejeté l'initiative, contrairement à son canton.","Utzenstorf BE","NA NA"
"Wiggiswil BE","NA NA","Wiggiswil (BE)","Les électeurs de Wiggiswil valident l'initiative pour la biodiversité avec 67,9 pour cent des voix. Wiggiswil a approuvé l'initiative, tout comme son canton.","Wiggiswil BE","NA NA"
"Wiler bei Utzenstorf BE","NA NA","Wiler bei Utzenstorf (BE)","C'est non à 65 pour cent à l'initiative pour la biodiversité à Wiler bei Utzenstorf. Wiler bei Utzenstorf a rejeté l'initiative, contrairement à son canton.","Wiler bei Utzenstorf BE","NA NA"
"Zielebach BE","NA NA","Zielebach (BE)","Les habitants de Zielebach approuvent l'initiative pour la biodiversité avec 97,4 pour cent des voix. Zielebach a approuvé l'initiative, tout comme son canton.","Zielebach BE","NA NA"
"Zuzwil BE","NA NA","Zuzwil (BE)","C'est oui à 52,6 pour cent à l'initiative pour la biodiversité à Zuzwil (BE). Zuzwil (BE) a approuvé l'initiative, tout comme son canton.","Zuzwil BE BE","NA NA"
"Adelboden BE","NA NA","Adelboden (BE)","Les habitants d'Adelboden acceptent l'initiative pour la biodiversité avec 73,3 pour cent de oui. Adelboden a approuvé l'initiative, tout comme son canton.","Adelboden BE","NA NA"
"Aeschi bei Spiez BE","NA NA","Aeschi bei Spiez (BE)","Les habitants d'Aeschi bei Spiez rejettent l'initiative pour la biodiversité avec 71 pour cent de non. Aeschi bei Spiez a rejeté l'initiative, contrairement à son canton.","Aeschi bei Spiez BE","NA NA"
"Frutigen BE","NA NA","Frutigen (BE)","A Frutigen, les habitants sont défavorables à l'initiative pour la biodiversité avec 50,8 pour cent des voix. Frutigen a rejeté l'initiative, contrairement à son canton.","Frutigen BE","NA NA"
"Kandergrund BE","NA NA","Kandergrund (BE)","C'est oui à 70,7 pour cent à l'initiative pour la biodiversité à Kandergrund. Kandergrund a approuvé l'initiative, tout comme son canton.","Kandergrund BE","NA NA"
"Kandersteg BE","NA NA","Kandersteg (BE)","C'est non à 83,6 pour cent à l'initiative pour la biodiversité à Kandersteg. Kandersteg a rejeté l'initiative, contrairement à son canton.","Kandersteg BE","NA NA"
"Krattigen BE","NA NA","Krattigen (BE)","L'initiative pour la biodiversité échoue à Krattigen avec 56,4 pour cent des suffrages. Krattigen a rejeté l'initiative, contrairement à son canton.","Krattigen BE","NA NA"
"Reichenbach im Kandertal BE","NA NA","Reichenbach im Kandertal (BE)","C'est non à 80,2 pour cent à l'initiative pour la biodiversité à Reichenbach im Kandertal. Reichenbach im Kandertal a rejeté l'initiative, contrairement à son canton.","Reichenbach im Kandertal BE","NA NA"
"Beatenberg BE","NA NA","Beatenberg (BE)","L'initiative pour la biodiversité ne passe pas la rampe à Beatenberg avec 87,8 pour cent de non. Beatenberg a rejeté l'initiative, contrairement à son canton.","Beatenberg BE","NA NA"
"Bönigen BE","NA NA","Bönigen (BE)","A Bönigen, les habitants sont défavorables à l'initiative pour la biodiversité avec 64,3 pour cent des voix. Bönigen a rejeté l'initiative, contrairement à son canton.","Bönigen BE","NA NA"
"Brienz BE","NA NA","Brienz (BE)","Les habitants de Brienz (BE) approuvent l'initiative pour la biodiversité avec 70,4 pour cent des voix. Brienz (BE) a approuvé l'initiative, tout comme son canton.","Brienz BE","NA NA"
"Brienzwiler BE","NA NA","Brienzwiler (BE)","Les habitants de Brienzwiler rejettent l'initiative pour la biodiversité avec 74,9 pour cent de non. Brienzwiler a rejeté l'initiative, contrairement à son canton.","Brienzwiler BE","NA NA"
"Därligen BE","NA NA","Därligen (BE)","L'initiative pour la biodiversité passe la rampe à Därligen avec 57 pour cent de oui. Därligen a approuvé l'initiative, tout comme son canton.","Därligen BE","NA NA"
"Grindelwald BE","NA NA","Grindelwald (BE)","Les habitants de Grindelwald s'opposent à l'initiative pour la biodiversité avec 57,1 pour cent de non. Grindelwald a rejeté l'initiative, contrairement à son canton.","Grindelwald BE","NA NA"
"Gsteigwiler BE","NA NA","Gsteigwiler (BE)","C'est non à 52,7 pour cent à l'initiative pour la biodiversité à Gsteigwiler. Gsteigwiler a rejeté l'initiative, contrairement à son canton.","Gsteigwiler BE","NA NA"
"Gündlischwand BE","NA NA","Gündlischwand (BE)","A Gündlischwand, les habitants sont défavorables à l'initiative pour la biodiversité avec 67,5 pour cent des voix. Gündlischwand a rejeté l'initiative, contrairement à son canton.","Gündlischwand BE","NA NA"
"Habkern BE","NA NA","Habkern (BE)","Les habitants de Habkern acceptent l'initiative pour la biodiversité avec 52,4 pour cent de oui. Habkern a approuvé l'initiative, tout comme son canton.","Habkern BE","NA NA"
"Hofstetten bei Brienz BE","NA NA","Hofstetten bei Brienz (BE)","L'initiative pour la biodiversité ne passe pas la rampe à Hofstetten bei Brienz avec 95,8 pour cent de non. Hofstetten bei Brienz a rejeté l'initiative, contrairement à son canton.","Hofstetten bei Brienz BE","NA NA"
"Interlaken BE","NA NA","Interlaken (BE)","C'est oui à 57 pour cent à l'initiative pour la biodiversité à Interlaken. Interlaken a approuvé l'initiative, tout comme son canton.","Interlaken BE","NA NA"
"Iseltwald BE","NA NA","Iseltwald (BE)","A Iseltwald, les habitants disent non à 93,4 pour cent à l'initiative pour la biodiversité. Iseltwald a rejeté l'initiative, contrairement à son canton.","Iseltwald BE","NA NA"
"Lauterbrunnen BE","NA NA","Lauterbrunnen (BE)","Les électeurs de Lauterbrunnen valident l'initiative pour la biodiversité avec 63,7 pour cent des voix. Lauterbrunnen a approuvé l'initiative, tout comme son canton.","Lauterbrunnen BE","NA NA"
"Leissigen BE","NA NA","Leissigen (BE)","Les habitants de Leissigen rejettent l'initiative pour la biodiversité avec 85,4 pour cent de non. Leissigen a rejeté l'initiative, contrairement à son canton.","Leissigen BE","NA NA"
"Lütschental BE","NA NA","Lütschental (BE)","Les habitants de Lütschental s'opposent à l'initiative pour la biodiversité avec 84,9 pour cent de non. Lütschental a rejeté l'initiative, contrairement à son canton.","Lütschental BE","NA NA"
"Matten bei Interlaken BE","NA NA","Matten bei Interlaken (BE)","Les habitants de Matten bei Interlaken acceptent l'initiative pour la biodiversité avec 53,6 pour cent de oui. Matten bei Interlaken a approuvé l'initiative, tout comme son canton.","Matten bei Interlaken BE","NA NA"
"Niederried bei Interlaken BE","NA NA","Niederried bei Interlaken (BE)","L'initiative pour la biodiversité échoue à Niederried bei Interlaken avec 65 pour cent des suffrages. Niederried bei Interlaken a rejeté l'initiative, contrairement à son canton.","Niederried bei Interlaken BE","NA NA"
"Oberried am Brienzersee BE","NA NA","Oberried am Brienzersee (BE)","A Oberried am Brienzersee, les habitants sont favorables à l'initiative pour la biodiversité avec 69,7 pour cent des suffrages. Oberried am Brienzersee a approuvé l'initiative, tout comme son canton.","Oberried am Brienzersee BE","NA NA"
"Ringgenberg BE","NA NA","Ringgenberg (BE)","Les électeurs de Ringgenberg (BE) valident l'initiative pour la biodiversité avec 64,4 pour cent des voix. Ringgenberg (BE) a approuvé l'initiative, tout comme son canton.","Ringgenberg BE","NA NA"
"Saxeten BE","NA NA","Saxeten (BE)","L'initiative pour la biodiversité ne passe pas la rampe à Saxeten avec 75,1 pour cent de non. Saxeten a rejeté l'initiative, contrairement à son canton.","Saxeten BE","NA NA"
"Schwanden bei Brienz BE","NA NA","Schwanden bei Brienz (BE)","A Schwanden bei Brienz, les habitants sont favorables à l'initiative pour la biodiversité avec 89,2 pour cent des suffrages. Schwanden bei Brienz a approuvé l'initiative, tout comme son canton.","Schwanden bei Brienz BE","NA NA"
"Unterseen BE","NA NA","Unterseen (BE)","Les habitants d'Unterseen approuvent l'initiative pour la biodiversité avec 60,2 pour cent des voix. Unterseen a approuvé l'initiative, tout comme son canton.","Unterseen BE","NA NA"
"Wilderswil BE","NA NA","Wilderswil (BE)","Les habitants de Wilderswil s'opposent à l'initiative pour la biodiversité avec 53,2 pour cent de non. Wilderswil a rejeté l'initiative, contrairement à son canton.","Wilderswil BE","NA NA"
"Arni BE","NA NA","Arni (BE)","C'est non à 65,4 pour cent à l'initiative pour la biodiversité à Arni (BE). Arni (BE) a rejeté l'initiative, contrairement à son canton.","Arni BE","NA NA"
"Biglen BE","NA NA","Biglen (BE)","C'est oui à 66,3 pour cent à l'initiative pour la biodiversité à Biglen. Biglen a approuvé l'initiative, tout comme son canton.","Biglen BE","NA NA"
"Bowil BE","NA NA","Bowil (BE)","Les habitants de Bowil s'opposent à l'initiative pour la biodiversité avec 66,1 pour cent de non. Bowil a rejeté l'initiative, contrairement à son canton.","Bowil BE","NA NA"
"Brenzikofen BE","NA NA","Brenzikofen (BE)","L'initiative pour la biodiversité ne passe pas la rampe à Brenzikofen avec 71,8 pour cent de non. Brenzikofen a rejeté l'initiative, contrairement à son canton.","Brenzikofen BE","NA NA"
"Freimettigen BE","NA NA","Freimettigen (BE)","Les électeurs de Freimettigen valident l'initiative pour la biodiversité avec 81,6 pour cent des voix. Freimettigen a approuvé l'initiative, tout comme son canton.","Freimettigen BE","NA NA"
"Grosshöchstetten BE","NA NA","Grosshöchstetten (BE)","Les habitants de Grosshöchstetten s'opposent à l'initiative pour la biodiversité avec 76,3 pour cent de non. Grosshöchstetten a rejeté l'initiative, contrairement à son canton.","Grosshöchstetten BE","NA NA"
"Häutligen BE","NA NA","Häutligen (BE)","Les habitants de Häutligen approuvent l'initiative pour la biodiversité avec 57 pour cent des voix. Häutligen a approuvé l'initiative, tout comme son canton.","Häutligen BE","NA NA"
"Herbligen BE","NA NA","Herbligen (BE)","A Herbligen, les habitants disent non à 89,4 pour cent à l'initiative pour la biodiversité. Herbligen a rejeté l'initiative, contrairement à son canton.","Herbligen BE","NA NA"
"Kiesen BE","NA NA","Kiesen (BE)","A Kiesen, les habitants disent oui à 84,5 pour cent à l'initiative pour la biodiversité. Kiesen a approuvé l'initiative, tout comme son canton.","Kiesen BE","NA NA"
"Konolfingen BE","NA NA","Konolfingen (BE)","A Konolfingen, les habitants sont défavorables à l'initiative pour la biodiversité avec 54,8 pour cent des voix. Konolfingen a rejeté l'initiative, contrairement à son canton.","Konolfingen BE","NA NA"
"Landiswil BE","NA NA","Landiswil (BE)","C'est non à 81,9 pour cent à l'initiative pour la biodiversité à Landiswil. Landiswil a rejeté l'initiative, contrairement à son canton.","Landiswil BE","NA NA"
"Linden BE","NA NA","Linden (BE)","C'est oui à 51,8 pour cent à l'initiative pour la biodiversité à Linden. Linden a approuvé l'initiative, tout comme son canton.","Linden BE","NA NA"
"Mirchel BE","NA NA","Mirchel (BE)","L'initiative pour la biodiversité ne passe pas la rampe à Mirchel avec 75,8 pour cent de non. Mirchel a rejeté l'initiative, contrairement à son canton.","Mirchel BE","NA NA"
"Münsingen BE","NA NA","Münsingen (BE)","Les habitants de Münsingen approuvent l'initiative pour la biodiversité avec 78 pour cent des voix. Münsingen a approuvé l'initiative, tout comme son canton.","Münsingen BE","NA NA"
"Niederhünigen BE","NA NA","Niederhünigen (BE)","Les habitants de Niederhünigen acceptent l'initiative pour la biodiversité avec 52,9 pour cent de oui. Niederhünigen a approuvé l'initiative, tout comme son canton.","Niederhünigen BE","NA NA"
"Oberdiessbach BE","NA NA","Oberdiessbach (BE)","C'est oui à 51,4 pour cent à l'initiative pour la biodiversité à Oberdiessbach. Oberdiessbach a approuvé l'initiative, tout comme son canton.","Oberdiessbach BE","NA NA"
"Oberthal BE","NA NA","Oberthal (BE)","Les habitants d'Oberthal rejettent l'initiative pour la biodiversité avec 64,6 pour cent de non. Oberthal a rejeté l'initiative, contrairement à son canton.","Oberthal BE","NA NA"
"Oppligen BE","NA NA","Oppligen (BE)","A Oppligen, les habitants sont favorables à l'initiative pour la biodiversité avec 94,4 pour cent des suffrages. Oppligen a approuvé l'initiative, tout comme son canton.","Oppligen BE","NA NA"
"Rubigen BE","NA NA","Rubigen (BE)","L'initiative pour la biodiversité échoue à Rubigen avec 57,8 pour cent des suffrages. Rubigen a rejeté l'initiative, contrairement à son canton.","Rubigen BE","NA NA"
"Walkringen BE","NA NA","Walkringen (BE)","A Walkringen, les habitants disent oui à 78,4 pour cent à l'initiative pour la biodiversité. Walkringen a approuvé l'initiative, tout comme son canton.","Walkringen BE","NA NA"
"Worb BE","NA NA","Worb (BE)","Les habitants de Worb acceptent l'initiative pour la biodiversité avec 56,8 pour cent de oui. Worb a approuvé l'initiative, tout comme son canton.","Worb BE","NA NA"
"Zäziwil BE","NA NA","Zäziwil (BE)","Les habitants de Zäziwil approuvent l'initiative pour la biodiversité avec 70,9 pour cent des voix. Zäziwil a approuvé l'initiative, tout comme son canton.","Zäziwil BE","NA NA"
"Allmendingen BE","NA NA","Allmendingen (BE)","Les habitants d'Allmendingen s'opposent à l'initiative pour la biodiversité avec 81,8 pour cent de non. Allmendingen a rejeté l'initiative, contrairement à son canton.","Allmendingen BE","NA NA"
"Wichtrach BE","NA NA","Wichtrach (BE)","L'initiative pour la biodiversité passe la rampe à Wichtrach avec 70,4 pour cent de oui. Wichtrach a approuvé l'initiative, tout comme son canton.","Wichtrach BE","NA NA"
"Ferenbalm BE","NA NA","Ferenbalm (BE)","A Ferenbalm, les habitants sont favorables à l'initiative pour la biodiversité avec 77,8 pour cent des suffrages. Ferenbalm a approuvé l'initiative, tout comme son canton.","Ferenbalm BE","NA NA"
"Frauenkappelen BE","NA NA","Frauenkappelen (BE)","Les habitants de Frauenkappelen approuvent l'initiative pour la biodiversité avec 53 pour cent des voix. Frauenkappelen a approuvé l'initiative, tout comme son canton.","Frauenkappelen BE","NA NA"
"Gurbrü BE","NA NA","Gurbrü (BE)","A Gurbrü, les habitants sont favorables à l'initiative pour la biodiversité avec 62,9 pour cent des suffrages. Gurbrü a approuvé l'initiative, tout comme son canton.","Gurbrü BE","NA NA"
"Kriechenwil BE","NA NA","Kriechenwil (BE)","L'initiative pour la biodiversité passe la rampe à Kriechenwil avec 68,5 pour cent de oui. Kriechenwil a approuvé l'initiative, tout comme son canton.","Kriechenwil BE","NA NA"
"Laupen BE","NA NA","Laupen (BE)","C'est oui à 63,7 pour cent à l'initiative pour la biodiversité à Laupen. Laupen a approuvé l'initiative, tout comme son canton.","Laupen BE","NA NA"
"Mühleberg BE","NA NA","Mühleberg (BE)","A Mühleberg, les habitants disent oui à 55 pour cent à l'initiative pour la biodiversité. Mühleberg a approuvé l'initiative, tout comme son canton.","Mühleberg BE","NA NA"
"Münchenwiler BE","NA NA","Villars-les-Moines (BE)","A Villars-les-Moines, les habitants sont favorables à l'initiative pour la biodiversité avec 54,7 pour cent des suffrages. Villars-les-Moines a approuvé l'initiative, tout comme son canton.","Münchenwiler BE","NA NA"
