"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Hermrigen BE","Hermrigen hat die Pensionskassenreform mit 86,6 Prozent Nein-Stimmen verworfen. Damit ist in Hermrigen die Ablehnung im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 gestiegen. Damals betrug der Nein-Stimmen-Anteil 73,6 Prozent.","Hermrigen (BE)","La réforme de la LPP n'a pas trouvé grâce aux yeux des citoyens de Hermrigen. Ils ont refusé le texte à 86,6 pour cent. Le refus de la réforme de la LPP est plus fort que celui d'une précédente réforme en 2010. La proportion de ""non"" à Hermrigen à une adaptation du taux de conversion était alors de 73,6 pour cent.","Hermrigen (BE)","la riforma LPP è stata respinta a Hermrigen, dove ha riscosso il 86,6 per cento di ""no"". Il rifiuto della riforma LPP a Hermrigen si è mostrato più forte rispetto a quanto verificatosi nella votazione del 2010, quando a votare ""no"" a un adeguamento del asso di conversione era stato il 73,6 per cento dei cittadini."
"Jens BE","Jens hat die Pensionskassenreform mit 55,7 Prozent Nein-Stimmen verworfen. Damit hat die Ablehung in Jens im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 77,3 Prozent.","Jens (BE)","La réforme de la LPP n'a pas trouvé grâce aux yeux des citoyens de Jens. Ils ont refusé le texte à 55,7 pour cent. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Jens avaient alors dit non à 77,3 pour cent à une adaptation du taux de conversion.","Jens (BE)","la riforma LPP è stata respinta a Jens, dove ha riscosso il 55,7 per cento di ""no"". Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 77,3 per cento degli abitanti di Jens aveva respinto un adeguamento dell'aliquota minima di conversione."
"Ipsach BE","Ipsach ist gegen die Pensionskassenreform: Die Gemeinde hat die Vorlage mit 77,2 Prozent Nein verworfen. Damit ist in Ipsach die Ablehnung im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 gestiegen. Damals betrug der Nein-Stimmen-Anteil 71,1 Prozent.","Ipsach (BE)","La réforme de la LPP est refusée à 77,2 pour cent à Ipsach. Le refus de la réforme de la LPP est plus fort que celui d'une précédente réforme en 2010. La proportion de ""non"" à Ipsach à une adaptation du taux de conversion était alors de 71,1 pour cent.","Ipsach (BE)","I cittadini di Ipsach hanno respinto la riforma LPP con il 77,2 per cento di voti contrari. Il rifiuto della riforma LPP a Ipsach si è mostrato più forte rispetto a quanto verificatosi nella votazione del 2010, quando a votare ""no"" a un adeguamento del asso di conversione era stato il 71,1 per cento dei cittadini."
"Ligerz BE","79,5 Prozent der Stimmbürgerinnen und Stimmbürger in Ligerz haben Ja gesagt zur Pensionskassenreform. Damit hat in Ligerz seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 67,8 Prozent ein Nein in die Urne gelegt.","Gléresse (BE)","Les habitants de Gléresse acceptent avec 79,5 pour cent de oui la réforme de la LPP. Avec ce résultat, Gléresse bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 67,8 pour cent des voix.","Gléresse (BE)","Il 79,5 per cento degli elettori di Gléresse ha accolto la riforma LPP. Con questo risultato, Gléresse si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 67,8 per cento dei voti contrari.
"
"Merzligen BE","In Merzligen hat die Pensionskassenreform keine Mehrheit gefunden: 94,1 Prozent haben die Vorlage abgelehnt. Damit ist in Merzligen die Ablehnung im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 gestiegen. Damals betrug der Nein-Stimmen-Anteil 63,5 Prozent.","Merzligen (BE)","C'est non à la réforme de la LPP à Merzligen. Les habitants ont refusé le texte à 94,1 pour cent. Le refus de la réforme de la LPP est plus fort que celui d'une précédente réforme en 2010. La proportion de ""non"" à Merzligen à une adaptation du taux de conversion était alors de 63,5 pour cent.","Merzligen (BE)","Gli elettori di Merzligen si sono mostrati scettici nei confronti della riforma LPP, che è stata respinta con il 94,1 per cento di voti contrari. Il rifiuto della riforma LPP a Merzligen si è mostrato più forte rispetto a quanto verificatosi nella votazione del 2010, quando a votare ""no"" a un adeguamento del asso di conversione era stato il 63,5 per cento dei cittadini."
"Mörigen BE","Mit 6'413 Nein zu 1'406 Ja haben die Stimmbürgerinnen und Stimmbürger von Mörigen die Pensionskassenreform abgelehnt. Das sind 82 Prozent. Damit ist in Mörigen die Ablehnung im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 gestiegen. Damals betrug der Nein-Stimmen-Anteil 62,4 Prozent.","Mörigen (BE)","La population de Mörigen rejette à 82 pour cent des voix la réforme de la LPP. Le refus de la réforme de la LPP est plus fort que celui d'une précédente réforme en 2010. La proportion de ""non"" à Mörigen à une adaptation du taux de conversion était alors de 62,4 pour cent.","Mörigen (BE)","A Mörigen gli abitanti si sono opposti alla riforma LPP con il 82 per cento di voti a sfavore. Il rifiuto della riforma LPP a Mörigen si è mostrato più forte rispetto a quanto verificatosi nella votazione del 2010, quando a votare ""no"" a un adeguamento del asso di conversione era stato il 62,4 per cento dei cittadini."
"Nidau BE","51,2 Prozent der Stimmbürgerinnen und Stimmbürger in Nidau haben Ja gesagt zur Pensionskassenreform. Damit hat in Nidau seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 75,3 Prozent ein Nein in die Urne gelegt.","Nidau (BE)","Les habitants de Nidau acceptent avec 51,2 pour cent de oui la réforme de la LPP. Avec ce résultat, Nidau bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 75,3 pour cent des voix.","Nidau (BE)","Il 51,2 per cento degli elettori di Nidau ha accolto la riforma LPP. Con questo risultato, Nidau si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 75,3 per cento dei voti contrari.
"
"Orpund BE","Mit 91,2 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Orpund für die Pensionskassenreform gestimmt. Damit hat in Orpund seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 75,4 Prozent ein Nein in die Urne gelegt.","Orpund (BE)","La population d'Orpund approuve à 91,2 pour cent la réforme de la LPP. Avec ce résultat, Orpund bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 75,4 pour cent des voix.","Orpund (BE)","I cittadini di Orpund hanno accolto la riforma LPP con il 91,2 per cento di voti a favore. Con questo risultato, Orpund si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 75,4 per cento dei voti contrari.
"
"Port BE","58,8 Prozent der Stimmbürgerinnen und Stimmbürger von Port haben sich für die Pensionskassenreform ausgesprochen. Damit hat in Port seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 71 Prozent ein Nein in die Urne gelegt.","Port (BE)","A Port, les habitants disent oui à  58,8 pour cent à la réforme de la LPP. Avec ce résultat, Port bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 71 pour cent des voix.","Port (BE)","Nel comune di Port, i cittadini hanno accolto la riforma LPP con il 58,8 per cento di voti favorevoli. Con questo risultato, Port si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 71 per cento dei voti contrari.
"
"Safnern BE","Die Pensionskassenreform ist in Safnern mit 67,9 Prozent der Stimmen angenommen worden. Damit hat in Safnern seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 72,7 Prozent ein Nein in die Urne gelegt.","Safnern (BE)","La réforme de la LPP est approuvée à Safnern par 67,9 pour cent des votants. Avec ce résultat, Safnern bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 72,7 pour cent des voix.","Safnern (BE)","A Safnern gli abitanti hanno accolto la riforma LPP con il 67,9 per cento di ""sì"". Con questo risultato, Safnern si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 72,7 per cento dei voti contrari.
"
"Scheuren BE","Mit 6'235 Ja zu 5'739 Nein hat sich Scheuren für die Pensionskassenreform ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 52,1 Prozent. Damit hat in Scheuren seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 75,7 Prozent ein Nein in die Urne gelegt.","Scheuren (BE)","Scheuren dit oui à 52,1 pour cent à de la réforme de la LPP. Avec ce résultat, Scheuren bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 75,7 pour cent des voix.","Scheuren (BE)","Gli abitanti di Scheuren hanno accolto la riforma LPP con il 52,1 per cento di ""sì"". Con questo risultato, Scheuren si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 75,7 per cento dei voti contrari.
"
"Schwadernau BE","Schwadernau ist gegen die Pensionskassenreform: Die Gemeinde hat die Vorlage mit 66,2 Prozent Nein verworfen. Damit hat die Ablehung in Schwadernau im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 76,1 Prozent.","Schwadernau (BE)","La réforme de la LPP est refusée à 66,2 pour cent à Schwadernau. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Schwadernau avaient alors dit non à 76,1 pour cent à une adaptation du taux de conversion.","Schwadernau (BE)","I cittadini di Schwadernau hanno respinto la riforma LPP con il 66,2 per cento di voti contrari. Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 76,1 per cento degli abitanti di Schwadernau aveva respinto un adeguamento dell'aliquota minima di conversione."
"Studen BE","In Studen BE hat die Pensionskassenreform keine Mehrheit gefunden: 56,4 Prozent haben die Vorlage abgelehnt. Damit hat die Ablehung in Studen BE im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 77,7 Prozent.","Studen (BE)","C'est non à la réforme de la LPP à Studen (BE). Les habitants ont refusé le texte à 56,4 pour cent. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Studen (BE) avaient alors dit non à 77,7 pour cent à une adaptation du taux de conversion.","Studen (BE)","Gli elettori di Studen BE si sono mostrati scettici nei confronti della riforma LPP, che è stata respinta con il 56,4 per cento di voti contrari. Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 77,7 per cento degli abitanti di Studen BE aveva respinto un adeguamento dell'aliquota minima di conversione."
"Sutz-Lattrigen BE","In Sutz-Lattrigen ist die Pensionskassenreform mit 77,9 Prozent gescheitert. Damit ist in Sutz-Lattrigen die Ablehnung im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 gestiegen. Damals betrug der Nein-Stimmen-Anteil 70 Prozent.","Sutz-Lattrigen (BE)","La réforme de la LPP n'a pas convaincu à Sutz-Lattrigen. Les citoyens de la commune ont refusé le texte à 77,9 pour cent. Le refus de la réforme de la LPP est plus fort que celui d'une précédente réforme en 2010. La proportion de ""non"" à Sutz-Lattrigen à une adaptation du taux de conversion était alors de 70 pour cent.","Sutz-Lattrigen (BE)","Il 77,9 per cento degli elettori di Sutz-Lattrigen ha respinto la riforma LPP. Il rifiuto della riforma LPP a Sutz-Lattrigen si è mostrato più forte rispetto a quanto verificatosi nella votazione del 2010, quando a votare ""no"" a un adeguamento del asso di conversione era stato il 70 per cento dei cittadini."
"Täuffelen BE","Täuffelen hat die Pensionskassenreform mit 50,9 Prozent Nein-Stimmen verworfen. Damit hat die Ablehung in Täuffelen im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 75,8 Prozent.","Täuffelen (BE)","La réforme de la LPP n'a pas trouvé grâce aux yeux des citoyens de Täuffelen. Ils ont refusé le texte à 50,9 pour cent. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Täuffelen avaient alors dit non à 75,8 pour cent à une adaptation du taux de conversion.","Täuffelen (BE)","la riforma LPP è stata respinta a Täuffelen, dove ha riscosso il 50,9 per cento di ""no"". Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 75,8 per cento degli abitanti di Täuffelen aveva respinto un adeguamento dell'aliquota minima di conversione."
"Walperswil BE","Mit 7'250 Nein zu 6'171 Ja haben die Stimmbürgerinnen und Stimmbürger von Walperswil die Pensionskassenreform abgelehnt. Das sind 54 Prozent. Damit hat die Ablehung in Walperswil im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 74,1 Prozent.","Walperswil (BE)","La population de Walperswil rejette à 54 pour cent des voix la réforme de la LPP. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Walperswil avaient alors dit non à 74,1 pour cent à une adaptation du taux de conversion.","Walperswil (BE)","A Walperswil gli abitanti si sono opposti alla riforma LPP con il 54 per cento di voti a sfavore. Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 74,1 per cento degli abitanti di Walperswil aveva respinto un adeguamento dell'aliquota minima di conversione."
"Worben BE","In Worben hat die Pensionskassenreform keine Mehrheit gefunden: 56 Prozent haben die Vorlage abgelehnt. Damit hat die Ablehung in Worben im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 79,2 Prozent.","Worben (BE)","C'est non à la réforme de la LPP à Worben. Les habitants ont refusé le texte à 56 pour cent. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Worben avaient alors dit non à 79,2 pour cent à une adaptation du taux de conversion.","Worben (BE)","Gli elettori di Worben si sono mostrati scettici nei confronti della riforma LPP, che è stata respinta con il 56 per cento di voti contrari. Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 79,2 per cento degli abitanti di Worben aveva respinto un adeguamento dell'aliquota minima di conversione."
"Twann-Tüscherz BE","Mit 4'113 Ja zu 2'266 Nein hat sich Twann-Tüscherz für die Pensionskassenreform ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 64,5 Prozent. Damit hat in Twann-Tüscherz seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 66,7 Prozent ein Nein in die Urne gelegt.","Douanne-Daucher (BE)","Douanne-Daucher dit oui à 64,5 pour cent à de la réforme de la LPP. Avec ce résultat, Douanne-Daucher bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 66,7 pour cent des voix.","Douanne-Daucher (BE)","Gli abitanti di Douanne-Daucher hanno accolto la riforma LPP con il 64,5 per cento di ""sì"". Con questo risultato, Douanne-Daucher si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 66,7 per cento dei voti contrari.
"
"Därstetten BE","Därstetten hat die Pensionskassenreform mit 55,8 Prozent Nein-Stimmen verworfen. Damit hat die Ablehung in Därstetten im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 57,3 Prozent.","Därstetten (BE)","La réforme de la LPP n'a pas trouvé grâce aux yeux des citoyens de Därstetten. Ils ont refusé le texte à 55,8 pour cent. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Därstetten avaient alors dit non à 57,3 pour cent à une adaptation du taux de conversion.","Därstetten (BE)","la riforma LPP è stata respinta a Därstetten, dove ha riscosso il 55,8 per cento di ""no"". Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 57,3 per cento degli abitanti di Därstetten aveva respinto un adeguamento dell'aliquota minima di conversione."
"Diemtigen BE","54,7 Prozent der Stimmbürgerinnen und Stimmbürger in Diemtigen haben Ja gesagt zur Pensionskassenreform. Damit hat in Diemtigen seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 67 Prozent ein Nein in die Urne gelegt.","Diemtigen (BE)","Les habitants de Diemtigen acceptent avec 54,7 pour cent de oui la réforme de la LPP. Avec ce résultat, Diemtigen bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 67 pour cent des voix.","Diemtigen (BE)","Il 54,7 per cento degli elettori di Diemtigen ha accolto la riforma LPP. Con questo risultato, Diemtigen si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 67 per cento dei voti contrari.
"
"Erlenbach im Simmental BE","In Erlenbach im Simmental ist die Pensionskassenreform mit 50,8 Prozent gescheitert. Damit hat die Ablehung in Erlenbach im Simmental im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 68 Prozent.","Erlenbach im Simmental (BE)","La réforme de la LPP n'a pas convaincu à Erlenbach im Simmental. Les citoyens de la commune ont refusé le texte à 50,8 pour cent. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants d'Erlenbach im Simmental avaient alors dit non à 68 pour cent à une adaptation du taux de conversion.","Erlenbach im Simmental (BE)","Il 50,8 per cento degli elettori di Erlenbach im Simmental ha respinto la riforma LPP. Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 68 per cento degli abitanti di Erlenbach im Simmental aveva respinto un adeguamento dell'aliquota minima di conversione."
"Oberwil im Simmental BE","Oberwil im Simmental ist gegen die Pensionskassenreform: Die Gemeinde hat die Vorlage mit 58,2 Prozent Nein verworfen. Damit ist in Oberwil im Simmental die Ablehnung im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 gestiegen. Damals betrug der Nein-Stimmen-Anteil 55,8 Prozent.","Oberwil im Simmental (BE)","La réforme de la LPP est refusée à 58,2 pour cent à Oberwil im Simmental. Le refus de la réforme de la LPP est plus fort que celui d'une précédente réforme en 2010. La proportion de ""non"" à Oberwil im Simmental à une adaptation du taux de conversion était alors de 55,8 pour cent.","Oberwil im Simmental (BE)","I cittadini di Oberwil im Simmental hanno respinto la riforma LPP con il 58,2 per cento di voti contrari. Il rifiuto della riforma LPP a Oberwil im Simmental si è mostrato più forte rispetto a quanto verificatosi nella votazione del 2010, quando a votare ""no"" a un adeguamento del asso di conversione era stato il 55,8 per cento dei cittadini."
"Reutigen BE","Ja zur Pensionskassenreform in Reutigen. Die Gemeinde hat Vorlage mit 63,3 Prozent der Stimmen angenommen. Damit hat in Reutigen seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 65,7 Prozent ein Nein in die Urne gelegt.","Reutigen (BE)","Les habitants de Reutigen soutiennent à 63,3 pour cent la réforme de la LPP. Avec ce résultat, Reutigen bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 65,7 pour cent des voix.","Reutigen (BE)","Gli elettori di Reutigen si sono mostrati favorevoli alla riforma LPP, che ha ricevuto il 63,3 per cento di ""sì"". Con questo risultato, Reutigen si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 65,7 per cento dei voti contrari.
"
"Spiez BE","Die Pensionskassenreform ist in Spiez mit 57,9 Prozent der Stimmen angenommen worden. Damit hat in Spiez seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 72,4 Prozent ein Nein in die Urne gelegt.","Spiez (BE)","La réforme de la LPP est approuvée à Spiez par 57,9 pour cent des votants. Avec ce résultat, Spiez bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 72,4 pour cent des voix.","Spiez (BE)","A Spiez gli abitanti hanno accolto la riforma LPP con il 57,9 per cento di ""sì"". Con questo risultato, Spiez si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 72,4 per cento dei voti contrari.
"
"Wimmis BE","99,8 Prozent der Stimmbürgerinnen und Stimmbürger von Wimmis haben sich gegen die Pensionskassenreform ausgesprochen. Damit ist in Wimmis die Ablehnung im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 gestiegen. Damals betrug der Nein-Stimmen-Anteil 73,1 Prozent.","Wimmis (BE)","A Wimmis, les citoyens rejettent à 99,8 pour cent la réforme de la LPP. Le refus de la réforme de la LPP est plus fort que celui d'une précédente réforme en 2010. La proportion de ""non"" à Wimmis à une adaptation du taux de conversion était alors de 73,1 pour cent.","Wimmis (BE)","Nel comune di Wimmis, i cittadini hanno respinto la riforma LPP con il 99,8 per cento di voti contrari. Il rifiuto della riforma LPP a Wimmis si è mostrato più forte rispetto a quanto verificatosi nella votazione del 2010, quando a votare ""no"" a un adeguamento del asso di conversione era stato il 73,1 per cento dei cittadini."
"Stocken-Höfen BE","Stocken-Höfen hat die Pensionskassenreform mit 69,1 Prozent Nein-Stimmen verworfen. Damit hat die Ablehung in Stocken-Höfen im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 70,5 Prozent.","Stocken-Höfen (BE)","La réforme de la LPP n'a pas trouvé grâce aux yeux des citoyens de Stocken-Höfen. Ils ont refusé le texte à 69,1 pour cent. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Stocken-Höfen avaient alors dit non à 70,5 pour cent à une adaptation du taux de conversion.","Stocken-Höfen (BE)","la riforma LPP è stata respinta a Stocken-Höfen, dove ha riscosso il 69,1 per cento di ""no"". Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 70,5 per cento degli abitanti di Stocken-Höfen aveva respinto un adeguamento dell'aliquota minima di conversione."
"Guttannen BE","Mit 70,6 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Guttannen für die Pensionskassenreform gestimmt. Damit hat in Guttannen seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 68,5 Prozent ein Nein in die Urne gelegt.","Guttannen (BE)","La population de Guttannen approuve à 70,6 pour cent la réforme de la LPP. Avec ce résultat, Guttannen bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 68,5 pour cent des voix.","Guttannen (BE)","I cittadini di Guttannen hanno accolto la riforma LPP con il 70,6 per cento di voti a favore. Con questo risultato, Guttannen si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 68,5 per cento dei voti contrari.
"
"Hasliberg BE","Die Pensionskassenreform ist in Hasliberg mit 55,1 Prozent der Stimmen angenommen worden. Damit hat in Hasliberg seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 68,5 Prozent ein Nein in die Urne gelegt.","Hasliberg (BE)","La réforme de la LPP est approuvée à Hasliberg par 55,1 pour cent des votants. Avec ce résultat, Hasliberg bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 68,5 pour cent des voix.","Hasliberg (BE)","A Hasliberg gli abitanti hanno accolto la riforma LPP con il 55,1 per cento di ""sì"". Con questo risultato, Hasliberg si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 68,5 per cento dei voti contrari.
"
"Innertkirchen BE","Mit 7'206 Ja zu 1'719 Nein hat sich Innertkirchen für die Pensionskassenreform ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 80,7 Prozent. Damit hat in Innertkirchen seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 67,1 Prozent ein Nein in die Urne gelegt.","Innertkirchen (BE)","Innertkirchen dit oui à 80,7 pour cent à de la réforme de la LPP. Avec ce résultat, Innertkirchen bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 67,1 pour cent des voix.","Innertkirchen (BE)","Gli abitanti di Innertkirchen hanno accolto la riforma LPP con il 80,7 per cento di ""sì"". Con questo risultato, Innertkirchen si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 67,1 per cento dei voti contrari.
"
"Meiringen BE","60,9 Prozent der Stimmbürgerinnen und Stimmbürger von Meiringen haben sich gegen die Pensionskassenreform ausgesprochen. Damit hat die Ablehung in Meiringen im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 73,2 Prozent.","Meiringen (BE)","A Meiringen, les citoyens rejettent à 60,9 pour cent la réforme de la LPP. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Meiringen avaient alors dit non à 73,2 pour cent à une adaptation du taux de conversion.","Meiringen (BE)","Nel comune di Meiringen, i cittadini hanno respinto la riforma LPP con il 60,9 per cento di voti contrari. Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 73,2 per cento degli abitanti di Meiringen aveva respinto un adeguamento dell'aliquota minima di conversione."
"Schattenhalb BE","Mit 8'577 Nein zu 3'998 Ja haben die Stimmbürgerinnen und Stimmbürger von Schattenhalb die Pensionskassenreform abgelehnt. Das sind 68,2 Prozent. Damit hat die Ablehung in Schattenhalb im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 71,2 Prozent.","Schattenhalb (BE)","La population de Schattenhalb rejette à 68,2 pour cent des voix la réforme de la LPP. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Schattenhalb avaient alors dit non à 71,2 pour cent à une adaptation du taux de conversion.","Schattenhalb (BE)","A Schattenhalb gli abitanti si sono opposti alla riforma LPP con il 68,2 per cento di voti a sfavore. Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 71,2 per cento degli abitanti di Schattenhalb aveva respinto un adeguamento dell'aliquota minima di conversione."
