"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Trub BE","60,7 Prozent der Stimmbürgerinnen und Stimmbürger von Trub sagen Nein zur Prämienentlastungsinitiative. Trub hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Trub (BE)","Les habitants de Trub s'opposent à l'initiative ""d'allègement des primes"" du PS avec 60,7 pour cent de non. Trub a rejeté l'initiative, tout comme son canton.","Trub BE","Gli abitanti di Trub hanno respinto l'iniziativa per premi meno onerosi del PS con il 60,7 per cento di ""no"". Trub ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Trubschachen BE","Trubschachen hat die Prämienentlastungsinitiative mit 56,7 Prozent abgelehnt. Trubschachen hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Trubschachen (BE)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Trubschachen avec 56,7 pour cent de non. Trubschachen a rejeté l'initiative, tout comme son canton.","Trubschachen BE","L'iniziativa per premi meno onerosi del PS è stata respinta a Trubschachen, dove ha riscosso il 56,7 per cento di ""no"". Trubschachen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Amsoldingen BE","In Amsoldingen hat die Stimmbevölkerung die Prämienentlastungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 63,7 Prozent verworfen. Amsoldingen hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Amsoldingen (BE)","A Amsoldingen, les habitants sont défavorables à l'initiative ""d'allègement des primes"" du PS avec 63,7 pour cent des voix. Amsoldingen a rejeté l'initiative, tout comme son canton.","Amsoldingen BE","A Amsoldingen gli abitanti si sono opposti all'iniziativa per premi meno onerosi del PS con il 63,7 per cento di voti a sfavore. Amsoldingen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Blumenstein BE","In Blumenstein hat die Stimmbevölkerung die Prämienentlastungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 58,8 Prozent verworfen. Blumenstein hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Blumenstein (BE)","A Blumenstein, les habitants sont défavorables à l'initiative ""d'allègement des primes"" du PS avec 58,8 pour cent des voix. Blumenstein a rejeté l'initiative, tout comme son canton.","Blumenstein BE","A Blumenstein gli abitanti si sono opposti all'iniziativa per premi meno onerosi del PS con il 58,8 per cento di voti a sfavore. Blumenstein ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Buchholterberg BE","Nein zur Prämienentlastungsinitiative in Buchholterberg. Die Gemeinde hat die Vorlage mit 66,5 Prozent abgelehnt. Buchholterberg hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Buchholterberg (BE)","A Buchholterberg, les habitants disent non à 66,5 pour cent à l'initiative ""d'allègement des primes"" du PS. Buchholterberg a rejeté l'initiative, tout comme son canton.","Buchholterberg BE","Nel comune di Buchholterberg, i cittadini hanno respinto l'iniziativa per premi meno onerosi del PS con il 66,5 per cento di voti contrari. Buchholterberg ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Eriz BE","61,7 Prozent der Stimmbürgerinnen und Stimmbürger von Eriz sagen Nein zur Prämienentlastungsinitiative. Eriz hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Eriz (BE)","Les habitants d'Eriz s'opposent à l'initiative ""d'allègement des primes"" du PS avec 61,7 pour cent de non. Eriz a rejeté l'initiative, tout comme son canton.","Eriz BE","Gli abitanti di Eriz hanno respinto l'iniziativa per premi meno onerosi del PS con il 61,7 per cento di ""no"". Eriz ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Fahrni BE","60 Prozent der Stimmbürgerinnen und Stimmbürger von Fahrni sagen Nein zur Prämienentlastungsinitiative. Fahrni hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Fahrni (BE)","Les habitants de Fahrni s'opposent à l'initiative ""d'allègement des primes"" du PS avec 60 pour cent de non. Fahrni a rejeté l'initiative, tout comme son canton.","Fahrni BE","Gli abitanti di Fahrni hanno respinto l'iniziativa per premi meno onerosi del PS con il 60 per cento di ""no"". Fahrni ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Heiligenschwendi BE","Nein zur Prämienentlastungsinitiative in Heiligenschwendi: Mit 145 Nein- zu 113 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 56,2 Prozent. Heiligenschwendi hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Heiligenschwendi (BE)","L'initiative ""d'allègement des primes"" du PS échoue à Heiligenschwendi avec 56,2 pour cent des suffrages. Heiligenschwendi a rejeté l'initiative, tout comme son canton.","Heiligenschwendi BE","Gli elettori di Heiligenschwendi si sono mostrati scettici nei confronti dell'iniziativa per premi meno onerosi del PS, che è stata respinta con il 56,2 per cento di voti contrari. Heiligenschwendi ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Heimberg BE","Nein zur Prämienentlastungsinitiative in Heimberg. Die Gemeinde hat die Vorlage mit 54,8 Prozent abgelehnt. Heimberg hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Heimberg (BE)","A Heimberg, les habitants disent non à 54,8 pour cent à l'initiative ""d'allègement des primes"" du PS. Heimberg a rejeté l'initiative, tout comme son canton.","Heimberg BE","Nel comune di Heimberg, i cittadini hanno respinto l'iniziativa per premi meno onerosi del PS con il 54,8 per cento di voti contrari. Heimberg ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Hilterfingen BE","Hilterfingen hat die Prämienentlastungsinitiative mit 62,1 Prozent abgelehnt. Hilterfingen hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Hilterfingen (BE)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Hilterfingen avec 62,1 pour cent de non. Hilterfingen a rejeté l'initiative, tout comme son canton.","Hilterfingen BE","L'iniziativa per premi meno onerosi del PS è stata respinta a Hilterfingen, dove ha riscosso il 62,1 per cento di ""no"". Hilterfingen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Homberg BE","62,2 Prozent der Stimmbürgerinnen und Stimmbürger von Homberg sagen Nein zur Prämienentlastungsinitiative. Homberg hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Homberg (BE)","Les habitants de Homberg s'opposent à l'initiative ""d'allègement des primes"" du PS avec 62,2 pour cent de non. Homberg a rejeté l'initiative, tout comme son canton.","Homberg BE","Gli abitanti di Homberg hanno respinto l'iniziativa per premi meno onerosi del PS con il 62,2 per cento di ""no"". Homberg ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Horrenbach-Buchen BE","Nein zur Prämienentlastungsinitiative in Horrenbach-Buchen. Mit 41 Nein- zu 21 Ja-Stimmen haben die Stimmberechtigten die Volksinitiative verworfen. Horrenbach-Buchen hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Horrenbach-Buchen (BE)","L'initiative ""d'allègement des primes"" du PS est rejetée à Horrenbach-Buchen. Les électeurs de cette petite commune sont 41 à dire non et 21 à accepter le texte. Horrenbach-Buchen a rejeté l'initiative, tout comme son canton.","Horrenbach-Buchen BE","L'iniziativa per premi meno onerosi del PS è stata respinta dagli elettori di Horrenbach-Buchen, dove i ""no"" sono stati 41 e i voti favorevoli 21. Horrenbach-Buchen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Oberhofen am Thunersee BE","In Oberhofen am Thunersee hat die Prämienentlastungsinitiative keine Mehrheit gefunden. Auf 62,9 Prozent der abgegebenen Stimmzettel stand ein Nein. Oberhofen am Thunersee hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Oberhofen am Thunersee (BE)","Les habitants d'Oberhofen am Thunersee rejettent l'initiative ""d'allègement des primes"" du PS avec 62,9 pour cent de non. Oberhofen am Thunersee a rejeté l'initiative, tout comme son canton.","Oberhofen am Thunersee BE","I cittadini di Oberhofen am Thunersee hanno respinto l'iniziativa per premi meno onerosi del PS con il 62,9 per cento di voti contrari. Oberhofen am Thunersee ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Oberlangenegg BE","Nein zur Prämienentlastungsinitiative in Oberlangenegg: Mit 118 Nein- zu 40 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 74,7 Prozent. Oberlangenegg hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Oberlangenegg (BE)","L'initiative ""d'allègement des primes"" du PS échoue à Oberlangenegg avec 74,7 pour cent des suffrages. Oberlangenegg a rejeté l'initiative, tout comme son canton.","Oberlangenegg BE","Gli elettori di Oberlangenegg si sono mostrati scettici nei confronti dell'iniziativa per premi meno onerosi del PS, che è stata respinta con il 74,7 per cento di voti contrari. Oberlangenegg ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Pohlern BE","Nein zur Prämienentlastungsinitiative in Pohlern. Mit 36 Nein- zu 33 Ja-Stimmen haben die Stimmberechtigten die Volksinitiative verworfen. Pohlern hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Pohlern (BE)","L'initiative ""d'allègement des primes"" du PS est rejetée à Pohlern. Les électeurs de cette petite commune sont 36 à dire non et 33 à accepter le texte. Pohlern a rejeté l'initiative, tout comme son canton.","Pohlern BE","L'iniziativa per premi meno onerosi del PS è stata respinta dagli elettori di Pohlern, dove i ""no"" sono stati 36 e i voti favorevoli 33. Pohlern ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Sigriswil BE","Keine Mehrheit für die Prämienentlastungsinitiative in Sigriswil: Mit 1'074 Nein-Stimmen zu 755 Ja-Stimmen oder 58,7 Prozent hat die Gemeinde das Volksbegehren verworfen. Sigriswil hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Sigriswil (BE)","C'est non à 58,7 pour cent à l'initiative ""d'allègement des primes"" du PS à Sigriswil. Sigriswil a rejeté l'initiative, tout comme son canton.","Sigriswil BE","Il 58,7 per cento degli elettori di Sigriswil ha respinto l'iniziativa per premi meno onerosi del PS. Sigriswil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Steffisburg BE","56,6 Prozent der Stimmbürgerinnen und Stimmbürger von Steffisburg sagen Nein zur Prämienentlastungsinitiative. Steffisburg hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Steffisburg (BE)","Les habitants de Steffisburg s'opposent à l'initiative ""d'allègement des primes"" du PS avec 56,6 pour cent de non. Steffisburg a rejeté l'initiative, tout comme son canton.","Steffisburg BE","Gli abitanti di Steffisburg hanno respinto l'iniziativa per premi meno onerosi del PS con il 56,6 per cento di ""no"". Steffisburg ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Teuffenthal BE","Nein zur Prämienentlastungsinitiative in Teuffenthal BE. Mit 47 Nein- zu 25 Ja-Stimmen haben die Stimmberechtigten die Volksinitiative verworfen. Teuffenthal BE hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Teuffenthal (BE)","L'initiative ""d'allègement des primes"" du PS est rejetée à Teuffenthal (BE). Les électeurs de cette petite commune sont 47 à dire non et 25 à accepter le texte. Teuffenthal (BE) a rejeté l'initiative, tout comme son canton.","Teuffenthal BE","L'iniziativa per premi meno onerosi del PS è stata respinta dagli elettori di Teuffenthal BE, dove i ""no"" sono stati 47 e i voti favorevoli 25. Teuffenthal BE ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Thierachern BE","Keine Mehrheit für die Prämienentlastungsinitiative in Thierachern: Mit 501 Nein-Stimmen zu 401 Ja-Stimmen oder 55,5 Prozent hat die Gemeinde das Volksbegehren verworfen. Thierachern hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Thierachern (BE)","C'est non à 55,5 pour cent à l'initiative ""d'allègement des primes"" du PS à Thierachern. Thierachern a rejeté l'initiative, tout comme son canton.","Thierachern BE","Il 55,5 per cento degli elettori di Thierachern ha respinto l'iniziativa per premi meno onerosi del PS. Thierachern ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Thun BE","Nein zur Prämienentlastungsinitiative in Thun: Mit 7'097 Nein- zu 6'565 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 51,9 Prozent. Thun hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Thoune (BE)","L'initiative ""d'allègement des primes"" du PS échoue à Thoune avec 51,9 pour cent des suffrages. Thoune a rejeté l'initiative, tout comme son canton.","Thun BE","Gli elettori di Thun si sono mostrati scettici nei confronti dell'iniziativa per premi meno onerosi del PS, che è stata respinta con il 51,9 per cento di voti contrari. Thun ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Uebeschi BE","Nein zur Prämienentlastungsinitiative in Uebeschi. Die Gemeinde hat die Vorlage mit 66,7 Prozent abgelehnt. Uebeschi hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Uebeschi (BE)","A Uebeschi, les habitants disent non à 66,7 pour cent à l'initiative ""d'allègement des primes"" du PS. Uebeschi a rejeté l'initiative, tout comme son canton.","Uebeschi BE","Nel comune di Uebeschi, i cittadini hanno respinto l'iniziativa per premi meno onerosi del PS con il 66,7 per cento di voti contrari. Uebeschi ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Uetendorf BE","Uetendorf hat die Prämienentlastungsinitiative mit 57,2 Prozent abgelehnt. Uetendorf hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Uetendorf (BE)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Uetendorf avec 57,2 pour cent de non. Uetendorf a rejeté l'initiative, tout comme son canton.","Uetendorf BE","L'iniziativa per premi meno onerosi del PS è stata respinta a Uetendorf, dove ha riscosso il 57,2 per cento di ""no"". Uetendorf ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Unterlangenegg BE","61,3 Prozent der Stimmbürgerinnen und Stimmbürger von Unterlangenegg sagen Nein zur Prämienentlastungsinitiative. Unterlangenegg hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Unterlangenegg (BE)","Les habitants d'Unterlangenegg s'opposent à l'initiative ""d'allègement des primes"" du PS avec 61,3 pour cent de non. Unterlangenegg a rejeté l'initiative, tout comme son canton.","Unterlangenegg BE","Gli abitanti di Unterlangenegg hanno respinto l'iniziativa per premi meno onerosi del PS con il 61,3 per cento di ""no"". Unterlangenegg ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Wachseldorn BE","Wachseldorn sagt Nein zur Prämienentlastungsinitiative: Mit 49 Nein- zu 28 Ja-Stimmen hat die Gemeinde das Volksbegehren verworfen. Wachseldorn hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Wachseldorn (BE)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Wachseldorn. Les électeurs de cette petite commune sont 49 à refuser le texte et 28 à l'approuver. Wachseldorn a rejeté l'initiative, tout comme son canton.","Wachseldorn BE","L'iniziativa per premi meno onerosi del PS non ha passato la prova delle urne a Wachseldorn, dove è stata respinta con 49 voti contro i 28 a favore. Wachseldorn ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Forst-Längenbühl BE","In Forst-Längenbühl hat die Prämienentlastungsinitiative keine Mehrheit gefunden. Auf 64,1 Prozent der abgegebenen Stimmzettel stand ein Nein. Forst-Längenbühl hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Forst-Längenbühl (BE)","Les habitants de Forst-Längenbühl rejettent l'initiative ""d'allègement des primes"" du PS avec 64,1 pour cent de non. Forst-Längenbühl a rejeté l'initiative, tout comme son canton.","Forst-Längenbühl BE","I cittadini di Forst-Längenbühl hanno respinto l'iniziativa per premi meno onerosi del PS con il 64,1 per cento di voti contrari. Forst-Längenbühl ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Affoltern im Emmental BE","Keine Mehrheit für die Prämienentlastungsinitiative in Affoltern im Emmental: Mit 276 Nein-Stimmen zu 129 Ja-Stimmen oder 68,1 Prozent hat die Gemeinde das Volksbegehren verworfen. Affoltern im Emmental hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Affoltern im Emmental (BE)","C'est non à 68,1 pour cent à l'initiative ""d'allègement des primes"" du PS à Affoltern im Emmental. Affoltern im Emmental a rejeté l'initiative, tout comme son canton.","Affoltern im Emmental BE","Il 68,1 per cento degli elettori di Affoltern im Emmental ha respinto l'iniziativa per premi meno onerosi del PS. Affoltern im Emmental ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Dürrenroth BE","In Dürrenroth hat die Stimmbevölkerung die Prämienentlastungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 69,2 Prozent verworfen. Dürrenroth hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Dürrenroth (BE)","A Dürrenroth, les habitants sont défavorables à l'initiative ""d'allègement des primes"" du PS avec 69,2 pour cent des voix. Dürrenroth a rejeté l'initiative, tout comme son canton.","Dürrenroth BE","A Dürrenroth gli abitanti si sono opposti all'iniziativa per premi meno onerosi del PS con il 69,2 per cento di voti a sfavore. Dürrenroth ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Eriswil BE","In Eriswil hat die Prämienentlastungsinitiative keine Mehrheit gefunden. Auf 62,2 Prozent der abgegebenen Stimmzettel stand ein Nein. Eriswil hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Eriswil (BE)","Les habitants d'Eriswil rejettent l'initiative ""d'allègement des primes"" du PS avec 62,2 pour cent de non. Eriswil a rejeté l'initiative, tout comme son canton.","Eriswil BE","I cittadini di Eriswil hanno respinto l'iniziativa per premi meno onerosi del PS con il 62,2 per cento di voti contrari. Eriswil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Huttwil BE","Nein zur Prämienentlastungsinitiative in Huttwil. Die Gemeinde hat die Vorlage mit 61,5 Prozent abgelehnt. Huttwil hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Huttwil (BE)","A Huttwil, les habitants disent non à 61,5 pour cent à l'initiative ""d'allègement des primes"" du PS. Huttwil a rejeté l'initiative, tout comme son canton.","Huttwil BE","Nel comune di Huttwil, i cittadini hanno respinto l'iniziativa per premi meno onerosi del PS con il 61,5 per cento di voti contrari. Huttwil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Lützelflüh BE","Keine Mehrheit für die Prämienentlastungsinitiative in Lützelflüh: Mit 822 Nein-Stimmen zu 596 Ja-Stimmen oder 58 Prozent hat die Gemeinde das Volksbegehren verworfen. Lützelflüh hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Lützelflüh (BE)","C'est non à 58 pour cent à l'initiative ""d'allègement des primes"" du PS à Lützelflüh. Lützelflüh a rejeté l'initiative, tout comme son canton.","Lützelflüh BE","Il 58 per cento degli elettori di Lützelflüh ha respinto l'iniziativa per premi meno onerosi del PS. Lützelflüh ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Rüegsau BE","Rüegsau hat die Prämienentlastungsinitiative mit 64,5 Prozent abgelehnt. Rüegsau hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Rüegsau (BE)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Rüegsau avec 64,5 pour cent de non. Rüegsau a rejeté l'initiative, tout comme son canton.","Rüegsau BE","L'iniziativa per premi meno onerosi del PS è stata respinta a Rüegsau, dove ha riscosso il 64,5 per cento di ""no"". Rüegsau ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Sumiswald BE","Nein zur Prämienentlastungsinitiative in Sumiswald: Mit 912 Nein- zu 591 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 60,7 Prozent. Sumiswald hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Sumiswald (BE)","L'initiative ""d'allègement des primes"" du PS échoue à Sumiswald avec 60,7 pour cent des suffrages. Sumiswald a rejeté l'initiative, tout comme son canton.","Sumiswald BE","Gli elettori di Sumiswald si sono mostrati scettici nei confronti dell'iniziativa per premi meno onerosi del PS, che è stata respinta con il 60,7 per cento di voti contrari. Sumiswald ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Trachselwald BE","Trachselwald hat die Prämienentlastungsinitiative mit 61,8 Prozent abgelehnt. Trachselwald hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Trachselwald (BE)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Trachselwald avec 61,8 pour cent de non. Trachselwald a rejeté l'initiative, tout comme son canton.","Trachselwald BE","L'iniziativa per premi meno onerosi del PS è stata respinta a Trachselwald, dove ha riscosso il 61,8 per cento di ""no"". Trachselwald ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Walterswil BE","Walterswil BE hat die Prämienentlastungsinitiative mit 70,3 Prozent abgelehnt. Walterswil BE hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Walterswil (BE)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Walterswil (BE) avec 70,3 pour cent de non. Walterswil (BE) a rejeté l'initiative, tout comme son canton.","Walterswil BE","L'iniziativa per premi meno onerosi del PS è stata respinta a Walterswil BE, dove ha riscosso il 70,3 per cento di ""no"". Walterswil BE ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Wyssachen BE","Nein zur Prämienentlastungsinitiative in Wyssachen. Die Gemeinde hat die Vorlage mit 61 Prozent abgelehnt. Wyssachen hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Wyssachen (BE)","A Wyssachen, les habitants disent non à 61 pour cent à l'initiative ""d'allègement des primes"" du PS. Wyssachen a rejeté l'initiative, tout comme son canton.","Wyssachen BE","Nel comune di Wyssachen, i cittadini hanno respinto l'iniziativa per premi meno onerosi del PS con il 61 per cento di voti contrari. Wyssachen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Attiswil BE","Attiswil hat die Prämienentlastungsinitiative mit 63,1 Prozent abgelehnt. Attiswil hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Attiswil (BE)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Attiswil avec 63,1 pour cent de non. Attiswil a rejeté l'initiative, tout comme son canton.","Attiswil BE","L'iniziativa per premi meno onerosi del PS è stata respinta a Attiswil, dove ha riscosso il 63,1 per cento di ""no"". Attiswil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Berken BE","Keine Schweizer Gemeinde hat sich deutlicher gegen die Prämienentlastungsinitiative ausgesprochen als Berken mit einem Nein-Stimmen-Anteil von 86,4 Prozent. Berken hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Bern.","Berken (BE)","Nulle part ailleurs en Suisse, l'initiative ""d'allègement des primes"" du PS n'est rejetée plus fortement qu'à Berken. Les électeurs de cette commune disent non à 86,4 pour cent. Le plus fort pourcentage de non du canton de Berne a été obtenu à Berken.","Berken BE","In nessun altro comune svizzero l'iniziativa per premi meno onerosi del PS è stata respinta come a Berken, dove l'elettorato l'ha affossata con il 86,4 per cento di voti contrari. Il maggior numero di ""no"" nel canton Berna è stato ottenuto a Berken."
"Bettenhausen BE","Nein zur Prämienentlastungsinitiative in Bettenhausen. Die Gemeinde hat die Vorlage mit 61,3 Prozent abgelehnt. Bettenhausen hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Bettenhausen (BE)","A Bettenhausen, les habitants disent non à 61,3 pour cent à l'initiative ""d'allègement des primes"" du PS. Bettenhausen a rejeté l'initiative, tout comme son canton.","Bettenhausen BE","Nel comune di Bettenhausen, i cittadini hanno respinto l'iniziativa per premi meno onerosi del PS con il 61,3 per cento di voti contrari. Bettenhausen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Farnern BE","Ja zur Prämienentlastungsinitiative in Farnern. Mit 49 Ja- zu 43 Nein-Stimmen ist das Volksbegehren angenommen worden. Farnern hat damit anders abgestimmt als der Kanton Bern, der die Vorlage abgelehnt hat.","Farnern (BE)","L'initiative ""d'allègement des primes"" du PS est acceptée à Farnern. Les électeurs de cette petite commune sont 49 à y dire oui, contre 43 à s'y opposer. Farnern a approuvé l'initiative, contrairement à son canton.","Farnern BE","L'iniziativa per premi meno onerosi del PS è stata accolta dagli elettori di Farnern, dove i voti a favore sono stati 49 e quelli contrari 43. Farnern ha accolto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
"Graben BE","Keine Mehrheit für die Prämienentlastungsinitiative in Graben: Mit 59 Nein-Stimmen zu 55 Ja-Stimmen oder 51,8 Prozent hat die Gemeinde das Volksbegehren verworfen. Graben hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Graben (BE)","C'est non à 51,8 pour cent à l'initiative ""d'allègement des primes"" du PS à Graben. Graben a rejeté l'initiative, tout comme son canton.","Graben BE","Il 51,8 per cento degli elettori di Graben ha respinto l'iniziativa per premi meno onerosi del PS. Graben ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Heimenhausen BE","Heimenhausen hat die Prämienentlastungsinitiative mit 58,1 Prozent abgelehnt. Heimenhausen hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Heimenhausen (BE)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Heimenhausen avec 58,1 pour cent de non. Heimenhausen a rejeté l'initiative, tout comme son canton.","Heimenhausen BE","L'iniziativa per premi meno onerosi del PS è stata respinta a Heimenhausen, dove ha riscosso il 58,1 per cento di ""no"". Heimenhausen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Herzogenbuchsee BE","Herzogenbuchsee hat die Prämienentlastungsinitiative mit 60,2 Prozent abgelehnt. Herzogenbuchsee hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Herzogenbuchsee (BE)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Herzogenbuchsee avec 60,2 pour cent de non. Herzogenbuchsee a rejeté l'initiative, tout comme son canton.","Herzogenbuchsee BE","L'iniziativa per premi meno onerosi del PS è stata respinta a Herzogenbuchsee, dove ha riscosso il 60,2 per cento di ""no"". Herzogenbuchsee ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Inkwil BE","In Inkwil hat die Prämienentlastungsinitiative keine Mehrheit gefunden. Auf 57,5 Prozent der abgegebenen Stimmzettel stand ein Nein. Inkwil hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Inkwil (BE)","Les habitants d'Inkwil rejettent l'initiative ""d'allègement des primes"" du PS avec 57,5 pour cent de non. Inkwil a rejeté l'initiative, tout comme son canton.","Inkwil BE","I cittadini di Inkwil hanno respinto l'iniziativa per premi meno onerosi del PS con il 57,5 per cento di voti contrari. Inkwil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
