"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Mont-Tramelan BE","Nein zum Stromgesetz in Mont-Tramelan. Mit 26 Nein- zu 18 Ja-Stimmen haben die Stimmberechtigten die Vorlage verworfen. Mont-Tramelan hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Mont-Tramelan (BE)","La loi sur l'électricité est rejetée à Mont-Tramelan. Les électeurs de cette petite commune sont 26 à dire non et 18 à accepter le texte. Mont-Tramelan a rejeté la loi, contrairement à son canton.","Mont-Tramelan BE","La legge sull'approvvigionamento elettrico è stata respinta dagli elettori di Mont-Tramelan, dove i ""no"" sono stati 26 e i voti favorevoli 18. Mont-Tramelan ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
"Orvin BE","Ja zum Stromgesetz in Orvin: Mit 52,6 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Orvin hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Orvin (BE)","Les habitants d'Orvin approuvent la loi sur l'électricité avec 52,6 pour cent des voix. Orvin a approuvé la loi, tout comme son canton.","Orvin BE","Gli abitanti di Orvin hanno accolto la legge sull'approvvigionamento elettrico con il 52,6 per cento di ""sì"". Orvin ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Renan BE","51,9 Prozent der Stimmbürgerinnen und Stimmbürger von Renan BE haben das Stromgesetz angenommen. Renan BE hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Renan (BE)","Les électeurs de Renan (BE) valident la loi sur l'électricité avec 51,9 pour cent des voix. Renan (BE) a approuvé la loi, tout comme son canton.","Renan BE","Gli elettori di Renan BE si sono mostrati favorevoli alla legge sull'approvvigionamento elettrico, che ha ricevuto il 51,9 per cento di ""sì"". Renan BE ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Romont BE","Mit 36 Ja- zu 26 Nein-Stimmen hat Romont BE das Stromgesetz angenommen. Romont BE hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Romont (BE)","La loi sur l'électricité est acceptée à Romont (BE). Les électeurs de cette petite commune sont 36 à y dire oui, contre 26 à s'y opposer. Romont (BE) a approuvé la loi, tout comme son canton.","Romont BE","La legge sull'approvvigionamento elettrico è stata accolta dagli elettori di Romont BE, dove i voti a favore sono stati 36 e quelli contrari 26. Romont BE ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"St. Immer BE","Die Gemeinde St. Immer hat das Stromgesetz mit 58,8 Prozent angenommen. St. Immer hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Saint-Imier (BE)","A Saint-Imier, les habitants disent oui à 58,8 pour cent à la loi sur l'électricité. Saint-Imier a approuvé la loi, tout comme son canton.","St. Immer BE","Nel comune di St. Immer, i cittadini hanno accolto la legge sull'approvvigionamento elettrico con il 58,8 per cento di voti favorevoli. St. Immer ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Sonceboz-Sombeval BE","Ja zum Stromgesetz in Sonceboz-Sombeval. Die Gemeinde hat die Vorlage mit 53,4 Prozent der Stimmen angenommen. Sonceboz-Sombeval hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Sonceboz-Sombeval (BE)","La loi sur l'électricité passe la rampe à Sonceboz-Sombeval avec 53,4 pour cent de oui. Sonceboz-Sombeval a approuvé la loi, tout comme son canton.","Sonceboz-Sombeval BE","La legge sull'approvvigionamento elettrico è stata accolta a Sonceboz-Sombeval, dove ha riscosso il 53,4 per cento di voti a favore. Sonceboz-Sombeval ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Sonvilier BE","Sonvilier hat das Stromgesetz mit 53,6 Prozent abgelehnt. Sonvilier hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Sonvilier (BE)","La loi sur l'électricité ne passe pas la rampe à Sonvilier avec 53,6 pour cent de non. Sonvilier a rejeté la loi, contrairement à son canton.","Sonvilier BE","La legge sull'approvvigionamento elettrico è stata respinta a Sonvilier, dove ha riscosso il 53,6 per cento di ""no"". Sonvilier ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
"Tramelan BE","Ja zum Stromgesetz in Tramelan. Die Gemeinde hat die Vorlage mit 60,4 Prozent der Stimmen angenommen. Tramelan hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Tramelan (BE)","La loi sur l'électricité passe la rampe à Tramelan avec 60,4 pour cent de oui. Tramelan a approuvé la loi, tout comme son canton.","Tramelan BE","La legge sull'approvvigionamento elettrico è stata accolta a Tramelan, dove ha riscosso il 60,4 per cento di voti a favore. Tramelan ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Villeret BE","Die Gemeinde Villeret hat das Stromgesetz mit 50,3 Prozent Ja-Stimmen angenommen. Villeret hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Villeret (BE)","Les habitants de Villeret acceptent la loi sur l'électricité avec 50,3 pour cent de oui. Villeret a approuvé la loi, tout comme son canton.","Villeret BE","I cittadini di Villeret hanno accolto la legge sull'approvvigionamento elettrico con il 50,3 per cento di voti a favore. Villeret ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Sauge BE","51,6 Prozent der Stimmbürgerinnen und Stimmbürger von Sauge haben das Stromgesetz angenommen. Sauge hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Sauge (BE)","Les électeurs de Sauge valident la loi sur l'électricité avec 51,6 pour cent des voix. Sauge a approuvé la loi, tout comme son canton.","Sauge BE","Gli elettori di Sauge si sono mostrati favorevoli alla legge sull'approvvigionamento elettrico, che ha ricevuto il 51,6 per cento di ""sì"". Sauge ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Péry-La Heutte BE","In Péry-La Heutte hat die Stimmbevölkerung dem Stromgesetz zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 52,5 Prozent angenommen. Péry-La Heutte hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Péry-La Heutte (BE)","A Péry-La Heutte, les habitants sont favorables à la loi sur l'électricité avec 52,5 pour cent des suffrages. Péry-La Heutte a approuvé la loi, tout comme son canton.","Péry-La Heutte BE","A Péry-La Heutte gli abitanti hanno accolto la legge sull'approvvigionamento elettrico con il 52,5 per cento di ""sì"". Péry-La Heutte ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Brüttelen BE","Ja zum Stromgesetz in Brüttelen: Mit 63,6 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Brüttelen hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Brüttelen (BE)","Les habitants de Brüttelen approuvent la loi sur l'électricité avec 63,6 pour cent des voix. Brüttelen a approuvé la loi, tout comme son canton.","Brüttelen BE","Gli abitanti di Brüttelen hanno accolto la legge sull'approvvigionamento elettrico con il 63,6 per cento di ""sì"". Brüttelen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Erlach BE","Ja zum Stromgesetz in Erlach. Die Gemeinde hat die Vorlage mit 75,2 Prozent der Stimmen angenommen. Erlach hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Cerlier (BE)","La loi sur l'électricité passe la rampe à Cerlier avec 75,2 pour cent de oui. Cerlier a approuvé la loi, tout comme son canton.","Erlach BE","La legge sull'approvvigionamento elettrico è stata accolta a Erlach, dove ha riscosso il 75,2 per cento di voti a favore. Erlach ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Finsterhennen BE","Die Gemeinde Finsterhennen hat das Stromgesetz mit 58,1 Prozent Ja-Stimmen angenommen. Finsterhennen hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Finsterhennen (BE)","Les habitants de Finsterhennen acceptent la loi sur l'électricité avec 58,1 pour cent de oui. Finsterhennen a approuvé la loi, tout comme son canton.","Finsterhennen BE","I cittadini di Finsterhennen hanno accolto la legge sull'approvvigionamento elettrico con il 58,1 per cento di voti a favore. Finsterhennen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Gals BE","Ja zum Stromgesetz in Gals. Die Gemeinde hat die Vorlage mit 71,8 Prozent der Stimmen angenommen. Gals hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Gals (BE)","La loi sur l'électricité passe la rampe à Gals avec 71,8 pour cent de oui. Gals a approuvé la loi, tout comme son canton.","Gals BE","La legge sull'approvvigionamento elettrico è stata accolta a Gals, dove ha riscosso il 71,8 per cento di voti a favore. Gals ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Gampelen BE","In Gampelen hat die Stimmbevölkerung dem Stromgesetz zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 63,8 Prozent angenommen. Gampelen hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Champion (Gampelen) (BE)","A Champion (Gampelen), les habitants sont favorables à la loi sur l'électricité avec 63,8 pour cent des suffrages. Champion (Gampelen) a approuvé la loi, tout comme son canton.","Gampelen BE","A Gampelen gli abitanti hanno accolto la legge sull'approvvigionamento elettrico con il 63,8 per cento di ""sì"". Gampelen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Ins BE","76,3 Prozent der Abstimmenden in der Gemeinde Ins haben Ja gesagt zum Stromgesetz. Ins hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Anet (BE)","C'est oui à 76,3 pour cent à la loi sur l'électricité à Anet. Anet a approuvé la loi, tout comme son canton.","Ins BE","Il 76,3 per cento degli elettori di Ins ha accolto la legge sull'approvvigionamento elettrico. Ins ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Lüscherz BE","Die Gemeinde Lüscherz hat das Stromgesetz mit 72,7 Prozent angenommen. Lüscherz hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Lüscherz (BE)","A Lüscherz, les habitants disent oui à 72,7 pour cent à la loi sur l'électricité. Lüscherz a approuvé la loi, tout comme son canton.","Lüscherz BE","Nel comune di Lüscherz, i cittadini hanno accolto la legge sull'approvvigionamento elettrico con il 72,7 per cento di voti favorevoli. Lüscherz ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Müntschemier BE","In Müntschemier hat die Stimmbevölkerung dem Stromgesetz zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 73,9 Prozent angenommen. Müntschemier hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Müntschemier (BE)","A Müntschemier, les habitants sont favorables à la loi sur l'électricité avec 73,9 pour cent des suffrages. Müntschemier a approuvé la loi, tout comme son canton.","Müntschemier BE","A Müntschemier gli abitanti hanno accolto la legge sull'approvvigionamento elettrico con il 73,9 per cento di ""sì"". Müntschemier ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Siselen BE","67 Prozent der Stimmbürgerinnen und Stimmbürger von Siselen haben das Stromgesetz angenommen. Siselen hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Siselen (BE)","Les électeurs de Siselen valident la loi sur l'électricité avec 67 pour cent des voix. Siselen a approuvé la loi, tout comme son canton.","Siselen BE","Gli elettori di Siselen si sono mostrati favorevoli alla legge sull'approvvigionamento elettrico, che ha ricevuto il 67 per cento di ""sì"". Siselen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Treiten BE","60,4 Prozent der Stimmbürgerinnen und Stimmbürger von Treiten haben das Stromgesetz angenommen. Treiten hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Treiten (BE)","Les électeurs de Treiten valident la loi sur l'électricité avec 60,4 pour cent des voix. Treiten a approuvé la loi, tout comme son canton.","Treiten BE","Gli elettori di Treiten si sono mostrati favorevoli alla legge sull'approvvigionamento elettrico, che ha ricevuto il 60,4 per cento di ""sì"". Treiten ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Tschugg BE","Ja zum Stromgesetz in Tschugg. Die Gemeinde hat die Vorlage mit 64,4 Prozent der Stimmen angenommen. Tschugg hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Tschugg (BE)","La loi sur l'électricité passe la rampe à Tschugg avec 64,4 pour cent de oui. Tschugg a approuvé la loi, tout comme son canton.","Tschugg BE","La legge sull'approvvigionamento elettrico è stata accolta a Tschugg, dove ha riscosso il 64,4 per cento di voti a favore. Tschugg ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Vinelz BE","Ja zum Stromgesetz in Vinelz. Die Gemeinde hat die Vorlage mit 69,9 Prozent der Stimmen angenommen. Vinelz hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Vinelz (BE)","La loi sur l'électricité passe la rampe à Vinelz avec 69,9 pour cent de oui. Vinelz a approuvé la loi, tout comme son canton.","Vinelz BE","La legge sull'approvvigionamento elettrico è stata accolta a Vinelz, dove ha riscosso il 69,9 per cento di voti a favore. Vinelz ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Bätterkinden BE","73,1 Prozent der Abstimmenden in der Gemeinde Bätterkinden haben Ja gesagt zum Stromgesetz. Bätterkinden hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Bätterkinden (BE)","C'est oui à 73,1 pour cent à la loi sur l'électricité à Bätterkinden. Bätterkinden a approuvé la loi, tout comme son canton.","Bätterkinden BE","Il 73,1 per cento degli elettori di Bätterkinden ha accolto la legge sull'approvvigionamento elettrico. Bätterkinden ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Fraubrunnen BE","77,3 Prozent der Abstimmenden in der Gemeinde Fraubrunnen haben Ja gesagt zum Stromgesetz. Fraubrunnen hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Fraubrunnen (BE)","C'est oui à 77,3 pour cent à la loi sur l'électricité à Fraubrunnen. Fraubrunnen a approuvé la loi, tout comme son canton.","Fraubrunnen BE","Il 77,3 per cento degli elettori di Fraubrunnen ha accolto la legge sull'approvvigionamento elettrico. Fraubrunnen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Jegenstorf BE","74,6 Prozent der Stimmbürgerinnen und Stimmbürger von Jegenstorf haben das Stromgesetz angenommen. Jegenstorf hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Jegenstorf (BE)","Les électeurs de Jegenstorf valident la loi sur l'électricité avec 74,6 pour cent des voix. Jegenstorf a approuvé la loi, tout comme son canton.","Jegenstorf BE","Gli elettori di Jegenstorf si sono mostrati favorevoli alla legge sull'approvvigionamento elettrico, che ha ricevuto il 74,6 per cento di ""sì"". Jegenstorf ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Iffwil BE","In Iffwil hat die Stimmbevölkerung dem Stromgesetz zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 69,7 Prozent angenommen. Iffwil hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Iffwil (BE)","A Iffwil, les habitants sont favorables à la loi sur l'électricité avec 69,7 pour cent des suffrages. Iffwil a approuvé la loi, tout comme son canton.","Iffwil BE","A Iffwil gli abitanti hanno accolto la legge sull'approvvigionamento elettrico con il 69,7 per cento di ""sì"". Iffwil ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Mattstetten BE","67,8 Prozent der Stimmbürgerinnen und Stimmbürger von Mattstetten haben das Stromgesetz angenommen. Mattstetten hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Mattstetten (BE)","Les électeurs de Mattstetten valident la loi sur l'électricité avec 67,8 pour cent des voix. Mattstetten a approuvé la loi, tout comme son canton.","Mattstetten BE","Gli elettori di Mattstetten si sono mostrati favorevoli alla legge sull'approvvigionamento elettrico, che ha ricevuto il 67,8 per cento di ""sì"". Mattstetten ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Moosseedorf BE","In Moosseedorf hat die Stimmbevölkerung dem Stromgesetz zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 75,8 Prozent angenommen. Moosseedorf hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Moosseedorf (BE)","A Moosseedorf, les habitants sont favorables à la loi sur l'électricité avec 75,8 pour cent des suffrages. Moosseedorf a approuvé la loi, tout comme son canton.","Moosseedorf BE","A Moosseedorf gli abitanti hanno accolto la legge sull'approvvigionamento elettrico con il 75,8 per cento di ""sì"". Moosseedorf ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Münchenbuchsee BE","73,6 Prozent der Abstimmenden in der Gemeinde Münchenbuchsee haben Ja gesagt zum Stromgesetz. Münchenbuchsee hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Münchenbuchsee (BE)","C'est oui à 73,6 pour cent à la loi sur l'électricité à Münchenbuchsee. Münchenbuchsee a approuvé la loi, tout comme son canton.","Münchenbuchsee BE","Il 73,6 per cento degli elettori di Münchenbuchsee ha accolto la legge sull'approvvigionamento elettrico. Münchenbuchsee ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Urtenen-Schönbühl BE","Ja zum Stromgesetz in Urtenen-Schönbühl: Mit 74,4 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Urtenen-Schönbühl hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Urtenen-Schönbühl (BE)","Les habitants d'Urtenen-Schönbühl approuvent la loi sur l'électricité avec 74,4 pour cent des voix. Urtenen-Schönbühl a approuvé la loi, tout comme son canton.","Urtenen-Schönbühl BE","Gli abitanti di Urtenen-Schönbühl hanno accolto la legge sull'approvvigionamento elettrico con il 74,4 per cento di ""sì"". Urtenen-Schönbühl ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Utzenstorf BE","Ja zum Stromgesetz in Utzenstorf: Mit 67 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Utzenstorf hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Utzenstorf (BE)","Les habitants d'Utzenstorf approuvent la loi sur l'électricité avec 67 pour cent des voix. Utzenstorf a approuvé la loi, tout comme son canton.","Utzenstorf BE","Gli abitanti di Utzenstorf hanno accolto la legge sull'approvvigionamento elettrico con il 67 per cento di ""sì"". Utzenstorf ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Wiggiswil BE","Die Stimmbevölkerung von Wiggiswil hat sich mit 66 Ja- zu 24 für das Stromgesetz ausgesprochen. Wiggiswil hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Wiggiswil (BE)","La loi sur l'électricité passe la rampe à Wiggiswil. Les électeurs de cette petite commune sont 66 à approuver le texte et 24 à le refuser. Wiggiswil a approuvé la loi, tout comme son canton.","Wiggiswil BE","La legge sull'approvvigionamento elettrico ha passato la prova delle urne a Wiggiswil, dove ha raccolto 66 voti favorevoli e 24 voti contrari. Wiggiswil ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Wiler bei Utzenstorf BE","69 Prozent der Abstimmenden in der Gemeinde Wiler bei Utzenstorf haben Ja gesagt zum Stromgesetz. Wiler bei Utzenstorf hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Wiler bei Utzenstorf (BE)","C'est oui à 69 pour cent à la loi sur l'électricité à Wiler bei Utzenstorf. Wiler bei Utzenstorf a approuvé la loi, tout comme son canton.","Wiler bei Utzenstorf BE","Il 69 per cento degli elettori di Wiler bei Utzenstorf ha accolto la legge sull'approvvigionamento elettrico. Wiler bei Utzenstorf ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Zielebach BE","Mit 53 Ja- zu 29 Nein-Stimmen hat Zielebach das Stromgesetz angenommen. Zielebach hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Zielebach (BE)","La loi sur l'électricité est acceptée à Zielebach. Les électeurs de cette petite commune sont 53 à y dire oui, contre 29 à s'y opposer. Zielebach a approuvé la loi, tout comme son canton.","Zielebach BE","La legge sull'approvvigionamento elettrico è stata accolta dagli elettori di Zielebach, dove i voti a favore sono stati 53 e quelli contrari 29. Zielebach ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Zuzwil BE","73,9 Prozent der Abstimmenden in der Gemeinde Zuzwil BE haben Ja gesagt zum Stromgesetz. Zuzwil BE hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Zuzwil (BE)","C'est oui à 73,9 pour cent à la loi sur l'électricité à Zuzwil (BE). Zuzwil (BE) a approuvé la loi, tout comme son canton.","Zuzwil BE BE","Il 73,9 per cento degli elettori di Zuzwil BE ha accolto la legge sull'approvvigionamento elettrico. Zuzwil BE ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Adelboden BE","Die Gemeinde Adelboden hat das Stromgesetz mit 54,4 Prozent Ja-Stimmen angenommen. Adelboden hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Adelboden (BE)","Les habitants d'Adelboden acceptent la loi sur l'électricité avec 54,4 pour cent de oui. Adelboden a approuvé la loi, tout comme son canton.","Adelboden BE","I cittadini di Adelboden hanno accolto la legge sull'approvvigionamento elettrico con il 54,4 per cento di voti a favore. Adelboden ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Aeschi bei Spiez BE","Die Gemeinde Aeschi bei Spiez hat das Stromgesetz mit 63,4 Prozent Ja-Stimmen angenommen. Aeschi bei Spiez hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Aeschi bei Spiez (BE)","Les habitants d'Aeschi bei Spiez acceptent la loi sur l'électricité avec 63,4 pour cent de oui. Aeschi bei Spiez a approuvé la loi, tout comme son canton.","Aeschi bei Spiez BE","I cittadini di Aeschi bei Spiez hanno accolto la legge sull'approvvigionamento elettrico con il 63,4 per cento di voti a favore. Aeschi bei Spiez ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Frutigen BE","In Frutigen hat die Stimmbevölkerung dem Stromgesetz zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 56,7 Prozent angenommen. Frutigen hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Frutigen (BE)","A Frutigen, les habitants sont favorables à la loi sur l'électricité avec 56,7 pour cent des suffrages. Frutigen a approuvé la loi, tout comme son canton.","Frutigen BE","A Frutigen gli abitanti hanno accolto la legge sull'approvvigionamento elettrico con il 56,7 per cento di ""sì"". Frutigen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Kandergrund BE","50,9 Prozent der Abstimmenden in der Gemeinde Kandergrund haben Ja gesagt zum Stromgesetz. Kandergrund hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Kandergrund (BE)","C'est oui à 50,9 pour cent à la loi sur l'électricité à Kandergrund. Kandergrund a approuvé la loi, tout comme son canton.","Kandergrund BE","Il 50,9 per cento degli elettori di Kandergrund ha accolto la legge sull'approvvigionamento elettrico. Kandergrund ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Kandersteg BE","69,9 Prozent der Abstimmenden in der Gemeinde Kandersteg haben Ja gesagt zum Stromgesetz. Kandersteg hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Kandersteg (BE)","C'est oui à 69,9 pour cent à la loi sur l'électricité à Kandersteg. Kandersteg a approuvé la loi, tout comme son canton.","Kandersteg BE","Il 69,9 per cento degli elettori di Kandersteg ha accolto la legge sull'approvvigionamento elettrico. Kandersteg ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Krattigen BE","63,8 Prozent der Stimmbürgerinnen und Stimmbürger von Krattigen haben das Stromgesetz angenommen. Krattigen hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Krattigen (BE)","Les électeurs de Krattigen valident la loi sur l'électricité avec 63,8 pour cent des voix. Krattigen a approuvé la loi, tout comme son canton.","Krattigen BE","Gli elettori di Krattigen si sono mostrati favorevoli alla legge sull'approvvigionamento elettrico, che ha ricevuto il 63,8 per cento di ""sì"". Krattigen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Reichenbach im Kandertal BE","56 Prozent der Abstimmenden in der Gemeinde Reichenbach im Kandertal haben Ja gesagt zum Stromgesetz. Reichenbach im Kandertal hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Reichenbach im Kandertal (BE)","C'est oui à 56 pour cent à la loi sur l'électricité à Reichenbach im Kandertal. Reichenbach im Kandertal a approuvé la loi, tout comme son canton.","Reichenbach im Kandertal BE","Il 56 per cento degli elettori di Reichenbach im Kandertal ha accolto la legge sull'approvvigionamento elettrico. Reichenbach im Kandertal ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Beatenberg BE","Ja zum Stromgesetz in Beatenberg. Die Gemeinde hat die Vorlage mit 55,5 Prozent der Stimmen angenommen. Beatenberg hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Beatenberg (BE)","La loi sur l'électricité passe la rampe à Beatenberg avec 55,5 pour cent de oui. Beatenberg a approuvé la loi, tout comme son canton.","Beatenberg BE","La legge sull'approvvigionamento elettrico è stata accolta a Beatenberg, dove ha riscosso il 55,5 per cento di voti a favore. Beatenberg ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Bönigen BE","In Bönigen hat die Stimmbevölkerung dem Stromgesetz zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 69,8 Prozent angenommen. Bönigen hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Bönigen (BE)","A Bönigen, les habitants sont favorables à la loi sur l'électricité avec 69,8 pour cent des suffrages. Bönigen a approuvé la loi, tout comme son canton.","Bönigen BE","A Bönigen gli abitanti hanno accolto la legge sull'approvvigionamento elettrico con il 69,8 per cento di ""sì"". Bönigen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Brienz BE","Ja zum Stromgesetz in Brienz BE: Mit 60,5 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Brienz BE hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Brienz (BE)","Les habitants de Brienz (BE) approuvent la loi sur l'électricité avec 60,5 pour cent des voix. Brienz (BE) a approuvé la loi, tout comme son canton.","Brienz BE","Gli abitanti di Brienz BE hanno accolto la legge sull'approvvigionamento elettrico con il 60,5 per cento di ""sì"". Brienz BE ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Brienzwiler BE","Die Gemeinde Brienzwiler hat das Stromgesetz mit 54 Prozent Ja-Stimmen angenommen. Brienzwiler hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Brienzwiler (BE)","Les habitants de Brienzwiler acceptent la loi sur l'électricité avec 54 pour cent de oui. Brienzwiler a approuvé la loi, tout comme son canton.","Brienzwiler BE","I cittadini di Brienzwiler hanno accolto la legge sull'approvvigionamento elettrico con il 54 per cento di voti a favore. Brienzwiler ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Därligen BE","Ja zum Stromgesetz in Därligen. Die Gemeinde hat die Vorlage mit 63,6 Prozent der Stimmen angenommen. Därligen hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Därligen (BE)","La loi sur l'électricité passe la rampe à Därligen avec 63,6 pour cent de oui. Därligen a approuvé la loi, tout comme son canton.","Därligen BE","La legge sull'approvvigionamento elettrico è stata accolta a Därligen, dove ha riscosso il 63,6 per cento di voti a favore. Därligen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
